,Year,Month,Australia,New Zealand,New Caledonia,Other PIC,Europe,North America,Japan,China,Other Countries,Total,filename,Not Stated,month
459,2020.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,10.0
460,2020.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,7.0
461,2020.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,11.0
462,2020.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,12.0
463,2020.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,12.0
464,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_4_April_2022.csv,0.0,
465,2020.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,6.0
466,2020.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,5.0
467,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_2_February_2022.csv,0.0,
468,2020.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,12.0
469,2020.0,Jan,6425,943,2087,402,837.0,335,89,522.0,293,11933,IVA_12_Dec_2020.csv,0.0,1.0
470,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_5_May_2022.csv,0.0,
471,2020.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,7.0
472,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_3_March_2022.csv,0.0,
473,2020.0,Mar,1808,351,438,260,300.0,134,8,51.0,88,3438,IVA_12_Dec_2020.csv,0.0,3.0
474,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_7_July_2022.csv,0.0,
475,2020.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,9.0
476,2020.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,12.0
477,2020.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_Dec_2020.csv,0.0,8.0
478,2020.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,6.0
479,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_6_June_2022.csv,0.0,
480,2020.0,Feb,3015,525,1253,579,591.0,223,74,107.0,227,6594,IVA_12_Dec_2020.csv,0.0,2.0
481,2020.0,0,11248,1819,3778,1241,1728.0,692,171,680.0,608,21965,IVA_12_December_2021.csv,0.0,
482,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,3.0
483,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,8.0
484,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,11.0
485,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,7.0
486,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,9.0
487,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,11.0
488,2021.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,1.0
489,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,9.0
490,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,9.0
491,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,12.0
492,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,9.0
493,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,4.0
494,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,6.0
495,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,10.0
496,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,11.0
497,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,12.0
498,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,12.0
499,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,11.0
500,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,9.0
501,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,8.0
502,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,10.0
503,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,2.0
504,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,4.0
505,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,6.0
506,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,7.0
507,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,10.0
508,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,6.0
509,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,9.0
510,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,5.0
511,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,10.0
512,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,4.0
513,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,6.0
514,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,8.0
515,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,12.0
516,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,3.0
517,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,3.0
518,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,11.0
519,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,2.0
520,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,3.0
521,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,4.0
522,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,3.0
523,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,2.0
524,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,10.0
525,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,8.0
526,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,12.0
527,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,11.0
528,2021.0,Nov,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,11.0
529,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,2.0
530,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,5.0
531,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,8.0
532,2021.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,1.0
533,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,5.0
534,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,4.0
535,2021.0,0,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,
536,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,5.0
537,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,2.0
538,2021.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,1.0
539,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,12.0
540,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,6.0
541,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,3.0
542,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,7.0
543,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,10.0
544,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,4.0
545,2021.0,0,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,
546,2021.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,3.0
547,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,2.0
548,2021.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,1.0
549,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,8.0
550,2021.0,Sep,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,9.0
551,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,6.0
552,2021.0,Aug,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,8.0
553,2021.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,6.0
554,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,5.0
555,2021.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,1.0
556,2021.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,2.0
557,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,5.0
558,2021.0,Dec,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,12.0
559,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,7.0
560,2021.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,1.0
561,2021.0,Oct,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,10.0
562,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,7.0
563,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_12_December_2021.csv,0.0,7.0
564,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,7.0
565,2021.0,Jul,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,7.0
566,2021.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,5.0
567,2021.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,4.0
568,2022.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,3.0
569,2022.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,6.0
570,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,1.0
571,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,1.0
572,2022.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,3.0
573,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,1.0
574,2022.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,3.0
575,2022.0,Jun,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,6.0
576,2022.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,3.0
577,2022.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,2.0
578,2022.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,2.0
579,2022.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,4.0
580,2022.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,2.0
581,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_1_January_2022.csv,0.0,1.0
582,2022.0,Ap,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,
583,2022.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,5.0
584,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_3_March_2022.csv,0.0,1.0
585,2022.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_4_April_2022.csv,0.0,4.0
586,2022.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,5.0
587,2022.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,2.0
588,2022.0,Apr,0,0,0,0,0.0,0,0,0.0,0,0,IVA_5_May_2022.csv,0.0,4.0
589,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_7_July_2022.csv,0.0,1.0
590,2022.0,Mar,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,3.0
591,2022.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,2.0
592,2022.0,Jan,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,1.0
593,2022.0,Jul,1894,571,183,143,444.0,85,7,49.0,63,3439,IVA_7_July_2022.csv,0.0,7.0
594,2022.0,May,0,0,0,0,0.0,0,0,0.0,0,0,IVA_6_June_2022.csv,0.0,5.0
595,2022.0,Feb,0,0,0,0,0.0,0,0,0.0,0,0,IVA_2_February_2022.csv,0.0,2.0
