Day of Date,Destination Country,Destination Region,Type,Passenger,Lastwk Passengers Number 7Days,Lastyr Passengers Number 7Days,Passengers Number 7Days,psg_wow_change,psg_yoy_change,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso Country,Destination Iso3,fl_wow_change,fl_yoy_change,Flights Number,Flights Number 7Days,Lastwk Av Seat Km 7Days,Lastwk Flights Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Flights Number 7Days,Lastyr Payload 7Days,Passengers Number,Payload,Payload 7Days,pl_wow_change,pl_yoy_change
16-Feb-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,144,2234,314,118.06%,-85.94%,71.32%,-87.35%,217438.4517,522299.3162,2/16/22,SB,SLB,100.00%,-88.24%,1,2,304860.8645,1,1736,4128065.161,17,28671,170,0,1736,0.00%,-93.95%
16-Mar-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,911,2234,288,-68.39%,-87.11%,-67.11%,-85.23%,304860.8645,609721.7289,3/16/22,SB,SLB,-66.67%,-88.24%,1,2,1853746.767,6,5208,4128065.161,17,28671,144,1736,3472,-33.33%,-87.89%
6-Apr-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,144,2304,288,100.00%,-87.50%,100.00%,-85.69%,304860.8645,609721.7289,4/6/22,SB,SLB,100.00%,-88.24%,1,2,304860.8645,1,1736,4260464.135,17,28765,144,1736,3472,100.00%,-87.93%
22-Apr-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,288,2304,288,0.00%,-87.50%,0.00%,-85.69%,304860.8645,609721.7289,4/22/22,SB,SLB,0.00%,-88.24%,1,2,609721.7289,2,3472,4260464.135,17,28765,144,1736,3472,0.00%,-87.93%
6-May-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,288,2307,288,0.00%,-87.52%,0.00%,-85.72%,304860.8645,609721.7289,5/6/22,SB,SLB,0.00%,-88.24%,1,2,609721.7289,2,3472,4270246.688,17,31019,144,1736,3472,0.00%,-88.81%
8-Jul-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,458,2369,458,0.00%,-80.67%,-15.58%,-78.53%,304860.8645,965547.7664,7/8/22,SB,SLB,0.00%,-83.33%,1,3,1143744.711,3,5171,4496714.885,18,32617,144,1736,5171,0.00%,-84.15%
20-Jul-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,458,1548,458,0.00%,-70.41%,0.00%,-67.88%,304860.8645,965547.7664,7/20/22,SB,SLB,0.00%,-72.73%,1,3,965547.7664,3,5171,3006518.51,11,16336,144,1736,5171,0.00%,-68.35%
20-Aug-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,965,2310,720,-25.39%,-68.83%,-25.11%,-64.41%,304860.8645,1520849.043,8/20/22,SB,SLB,-28.57%,-70.59%,1,5,2030681.646,7,13216,4273022.701,17,27888,144,1736,8680,-34.32%,-68.88%
4-Sep-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,634,2226,922,45.43%,-58.58%,45.51%,-54.75%,211402.5282,1840536.714,9/4/22,SB,SLB,40.00%,-56.25%,1,7,1264889.525,5,5208,4067808.298,16,34160,101,0,8680,66.67%,-74.59%
14-Sep-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,634,2310,490,-22.71%,-78.79%,-23.83%,-77.08%,304860.8645,963483.9408,9/14/22,SB,SLB,-20.00%,-76.47%,1,4,1264889.525,5,5208,4203979.856,17,27888,144,1736,3472,-33.33%,-87.55%
16-Sep-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,634,2209,490,-22.71%,-77.82%,-23.83%,-76.28%,304860.8645,963483.9408,9/16/22,SB,SLB,-20.00%,-75.00%,1,4,1264889.525,5,5208,4061620.173,16,27888,144,1736,3472,-33.33%,-87.55%
20-Sep-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,346,2166,864,149.71%,-60.11%,161.21%,-57.00%,301405.5847,1720362.025,9/20/22,SB,SLB,100.00%,-62.50%,1,6,658623.0763,3,1736,4001011.594,16,24752,144,1736,13216,661.29%,-46.61%
26-Sep-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,720,2128,864,20.00%,-59.40%,21.24%,-57.05%,304860.8645,1720362.025,9/26/22,SB,SLB,20.00%,-64.71%,1,6,1418956.44,5,11480,4005075.074,17,22057,144,1736,13216,15.12%,-40.08%
4-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,864,1961,778,-9.95%,-60.33%,-8.55%,-57.28%,304860.8645,1573205.67,10/4/22,SB,SLB,0.00%,-60.00%,1,6,1720362.025,6,13216,3682903.939,15,24697,144,1736,6944,-47.46%,-71.88%
7-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1008,2163,922,-8.53%,-57.37%,-13.22%,-55.71%,609721.7289,1757388.829,10/7/22,SB,SLB,0.00%,-58.82%,2,7,2025222.889,7,14952,3967623.307,17,24697,288,3472,8680,-41.95%,-64.85%
31-Oct-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1008,2380,1354,34.33%,-43.11%,29.11%,-42.44%,304860.8645,2463506.155,10/31/22,SB,SLB,42.86%,-44.44%,1,10,1908000.464,7,14952,4280086.43,18,39048,144,1736,16688,11.61%,-57.26%
1-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1109,2451,1541,38.95%,-37.13%,37.81%,-35.49%,809234.7111,2825520.318,11/1/22,SB,SLB,37.50%,-38.89%,3,11,2050360.147,8,14952,4380161.06,18,39539,432,8008,22960,53.56%,-41.93%
4-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1210,2451,1855,53.31%,-24.32%,58.99%,-20.41%,752081.4126,3486207.22,11/4/22,SB,SLB,44.44%,-27.78%,3,13,2192719.831,9,14952,4380161.06,18,39539,389,3472,24696,65.17%,-37.54%
22-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1324,2795,1324,0.00%,-52.63%,0.00%,-51.38%,809234.7111,2469613.767,11/22/22,SB,SLB,0.00%,-52.38%,3,10,2469613.767,10,20242,5079677.736,21,40101,432,8008,20242,0.00%,-49.52%
23-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1324,2516,1324,0.00%,-47.38%,0.00%,-45.90%,184183.1591,2469613.767,11/23/22,SB,SLB,0.00%,-47.37%,1,10,2469613.767,10,20242,4564747.26,19,38205,144,1736,20242,0.00%,-47.02%
26-Nov-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1397,2279,1380,-1.22%,-39.45%,-0.93%,-38.69%,142359.6837,2548545.868,11/26/22,SB,SLB,-9.09%,-41.18%,1,10,2572507.399,11,22887,4156511.85,17,35565,101,0,16651,-27.25%,-53.18%
3-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1380,2471,1107,-19.78%,-55.20%,-14.36%,-50.86%,304860.8645,2182536.975,12/3/22,SB,SLB,-20.00%,-55.56%,1,8,2548545.868,10,16651,4441163.537,18,37080,144,1736,15861,-4.74%,-57.22%
5-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1380,2499,1324,-4.06%,-47.02%,-3.10%,-45.16%,304860.8645,2469613.767,12/5/22,SB,SLB,0.00%,-44.44%,1,10,2548545.868,10,16651,4503422.837,18,37918,144,1736,20242,21.57%,-46.62%
12-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1324,2315,1640,23.87%,-29.16%,24.91%,-24.62%,304860.8645,3084727.006,12/12/22,SB,SLB,20.00%,-29.41%,1,12,2469613.767,10,20242,4092236.91,17,36899,144,1736,21069,4.09%,-42.90%
17-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1713,2763,1756,2.51%,-36.45%,5.95%,-29.28%,407754.4972,3377285.8,12/17/22,SB,SLB,0.00%,-35.00%,2,13,3187620.639,13,23714,4775571.912,20,38701,217,4381,25450,7.32%,-34.24%
20-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1496,2735,1756,17.38%,-35.80%,20.02%,-28.69%,809234.7111,3377285.8,12/20/22,SB,SLB,18.18%,-35.00%,3,13,2813940.682,11,17933,4736105.861,20,41346,432,8008,26850,49.72%,-35.06%
22-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1640,2395,1586,-3.29%,-33.78%,-3.78%,-30.39%,304860.8645,2994295.782,12/22/22,SB,SLB,0.00%,-33.33%,1,12,3111890.987,12,21069,4301228.958,18,41346,144,1736,25450,20.79%,-38.45%
23-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1857,2395,1442,-22.35%,-39.79%,-23.59%,-37.47%,407754.4972,2689434.917,12/23/22,SB,SLB,-21.43%,-38.89%,2,11,3519645.484,14,25450,4301228.958,18,41346,217,4381,23714,-6.82%,-42.64%
30-Dec-22,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1442,2308,1094,-24.13%,-52.60%,-25.11%,-48.99%,102893.6328,2014141.267,12/30/22,SB,SLB,-18.18%,-47.06%,1,9,2689434.917,11,23714,3948491.752,17,35620,73,2645,13933,-41.25%,-60.88%
10-Jan-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,950,2264,518,-45.47%,-77.12%,-46.45%,-78.10%,353762.2119,915375.5149,1/10/23,SB,SLB,-37.50%,-70.59%,2,5,1709280.403,8,12197,4180604.103,17,33267,202,0,6989,-42.70%,-78.99%
17-Jan-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,518,2292,1395,169.31%,-39.14%,177.51%,-39.80%,658623.0763,2540293.917,1/17/23,SB,SLB,120.00%,-35.29%,3,11,915375.5149,5,6989,4220070.154,17,34105,346,1736,10379,48.50%,-69.57%
18-Feb-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1397,2198,1612,15.39%,-26.66%,14.88%,-27.07%,694831.2891,2955202.51,2/18/23,SB,SLB,9.09%,-29.41%,4,12,2572507.399,11,24586,4051849.945,17,26031,434,8762,25413,3.36%,-2.37%
26-Feb-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1468,2335,1470,0.14%,-37.04%,-1.33%,-35.97%,184183.1591,2734149.315,2/26/23,SB,SLB,9.09%,-33.33%,1,12,2771019.351,11,23677,4270424.845,18,28671,144,1736,27231,15.01%,-5.02%
18-Mar-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1324,2234,1352,2.11%,-39.48%,1.60%,-39.22%,550114.1809,2509079.818,3/18/23,SB,SLB,0.00%,-41.18%,3,10,2469613.767,10,21941,4128065.161,17,28671,318,4381,19296,-12.06%,-32.70%
25-Mar-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1352,2161,1395,3.18%,-35.45%,6.34%,-33.71%,606266.4492,2668125.719,3/25/23,SB,SLB,0.00%,-37.50%,2,10,2509079.818,10,19296,4025171.528,16,29509,288,3472,21032,9.00%,-28.73%
28-Mar-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1352,2161,1468,8.58%,-32.07%,10.44%,-31.16%,993417.8702,2771019.351,3/28/23,SB,SLB,10.00%,-31.25%,4,11,2509079.818,10,19296,4025171.528,16,29509,576,9744,23677,22.70%,-19.76%
31-Mar-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1425,2304,1395,-2.11%,-39.45%,2.15%,-37.37%,304860.8645,2668125.719,3/31/23,SB,SLB,-9.09%,-41.18%,1,10,2611973.45,11,21941,4260464.135,17,28765,144,1736,19333,-11.89%,-32.79%
16-Apr-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1468,2100,1251,-14.78%,-40.43%,-18.27%,-41.15%,102893.6328,2264827.531,4/16/23,SB,SLB,-18.18%,-43.75%,1,9,2771019.351,11,23677,3848390.361,16,27927,73,2645,20696,-12.59%,-25.89%
28-Apr-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1231,2073,1253,1.79%,-39.56%,6.23%,-39.83%,202968.2619,2267646.535,4/28/23,SB,SLB,11.11%,-33.33%,1,10,2134744.892,9,21145,3768673.062,15,25248,144,3136,21450,1.44%,-15.04%
4-May-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1326,2307,746,-43.74%,-67.66%,-48.79%,-70.35%,355826.0375,1266136.408,5/4/23,SB,SLB,-54.55%,-70.59%,1,5,2472432.77,11,22695,4270246.688,17,31019,170,1699,14243,-37.24%,-54.08%
8-May-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,892,2161,675,-24.33%,-68.76%,-12.95%,-67.99%,304860.8645,1267954.381,5/8/23,SB,SLB,-28.57%,-68.75%,1,5,1456593.85,7,16733,3961151.644,16,29509,144,1736,12352,-26.18%,-58.14%
13-May-23,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,531,2126,1468,176.46%,-30.95%,187.72%,-28.67%,812053.7147,2771019.351,5/13/23,SB,SLB,175.00%,-31.25%,4,11,963093.5169,4,10616,3884630.023,16,26869,434,8762,23677,123.03%,-11.88%
2-Jan-20,Samoa,East Asia & Pacific,Domestic,Passenger,95,,152,60.00%,,25.00%,,0,2759.352387,1/2/20,WS,WSM,60.00%,,1,8,2207.48191,5,,,,,19,0,0,,
29-May-20,Samoa,East Asia & Pacific,Domestic,Passenger,,209,19,,-90.91%,,-100.00%,0,0,5/29/20,WS,WSM,,-90.91%,1,1,,,,6070.575252,11,0,19,0,0,,
17-Sep-20,Samoa,East Asia & Pacific,Domestic,Passenger,,171,19,,-88.89%,,-85.87%,545.7150233,545.7150233,9/17/20,WS,WSM,,-88.89%,1,1,,,,3863.093342,9,0,19,0,0,,
8-Nov-20,Samoa,East Asia & Pacific,Domestic,Passenger,,114,19,,-83.33%,,-83.52%,545.7150233,545.7150233,11/8/20,WS,WSM,,-83.33%,1,1,,,,3311.222865,6,0,19,0,0,,
8-Apr-21,Samoa,East Asia & Pacific,Domestic,Passenger,133,190,247,85.71%,30.00%,83.33%,55.39%,1637.14507,6002.865256,4/8/21,WS,WSM,85.71%,30.00%,5,13,3274.29014,7,,3863.093342,10,0,95,0,0,,
2-Aug-21,Samoa,East Asia & Pacific,Domestic,Passenger,,190,38,,-80.00%,,-75.19%,1091.430047,1091.430047,8/2/21,WS,WSM,,-80.00%,2,2,,,,4398.656377,10,0,38,0,0,,
2-Dec-21,Samoa,East Asia & Pacific,Domestic,Passenger,,19,76,,300.00%,,,0,0,12/2/21,WS,WSM,,300.00%,4,4,,,,0,1,0,76,0,0,,
12-Apr-22,Samoa,East Asia & Pacific,Domestic,Passenger,,228,57,,-75.00%,,-100.00%,0,0,4/12/22,WS,WSM,,-75.00%,3,3,,,,4414.96382,12,0,57,0,0,,
27-Jul-22,Samoa,East Asia & Pacific,Domestic,Passenger,,209,76,,-63.64%,,-100.00%,0,0,7/27/22,WS,WSM,,-63.64%,2,4,,,,4414.96382,11,0,38,0,0,,
1-Aug-22,Samoa,East Asia & Pacific,Domestic,Passenger,38,209,57,50.00%,-72.73%,,-100.00%,0,0,8/1/22,WS,WSM,50.00%,-72.73%,1,3,,2,,5502.397332,11,0,19,0,0,,
15-Oct-22,Samoa,East Asia & Pacific,Domestic,Passenger,209,152,171,-18.18%,12.50%,33.33%,-20.00%,0,2207.48191,10/15/22,WS,WSM,-18.18%,12.50%,4,9,1655.611432,11,,2759.352387,8,0,76,0,0,,
19-Nov-22,Samoa,East Asia & Pacific,Domestic,Passenger,171,38,95,-44.44%,150.00%,66.67%,150.00%,551.8704775,2759.352387,11/19/22,WS,WSM,-44.44%,150.00%,1,5,1655.611432,9,,1103.740955,2,0,19,0,0,,
21-Nov-22,Samoa,East Asia & Pacific,Domestic,Passenger,133,38,95,-28.57%,150.00%,25.00%,150.00%,551.8704775,2759.352387,11/21/22,WS,WSM,-28.57%,150.00%,1,5,2207.48191,7,,1103.740955,2,0,19,0,0,,
8-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,76,57,76,0.00%,33.33%,0.00%,0.00%,551.8704775,1655.611432,12/8/22,WS,WSM,0.00%,33.33%,1,4,1655.611432,4,,1655.611432,3,0,19,0,0,,
13-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,38,95,152,300.00%,60.00%,400.00%,0.00%,0,2759.352387,12/13/22,WS,WSM,300.00%,60.00%,2,8,551.8704775,2,,2759.352387,5,0,38,0,0,,
14-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,57,95,152,166.67%,60.00%,150.00%,0.00%,551.8704775,2759.352387,12/14/22,WS,WSM,166.67%,60.00%,1,8,1103.740955,3,,2759.352387,5,0,19,0,0,,
23-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,152,95,114,-25.00%,20.00%,20.00%,50.00%,551.8704775,3311.222865,12/23/22,WS,WSM,-25.00%,20.00%,1,6,2759.352387,8,,2207.48191,5,0,19,0,0,,
30-Dec-22,Samoa,East Asia & Pacific,Domestic,Passenger,114,152,152,33.33%,0.00%,-50.00%,-50.00%,0,1655.611432,12/30/22,WS,WSM,33.33%,0.00%,3,8,3311.222865,6,,3311.222865,8,0,57,0,0,,
15-Mar-23,Samoa,East Asia & Pacific,Domestic,Passenger,19,152,171,800.00%,12.50%,,-14.29%,551.8704775,3311.222865,3/15/23,WS,WSM,800.00%,12.50%,1,9,,1,,3863.093342,8,0,19,0,0,,
21-Mar-23,Samoa,East Asia & Pacific,Domestic,Passenger,152,171,133,-12.50%,-22.22%,20.00%,-25.00%,551.8704775,3311.222865,3/21/23,WS,WSM,-12.50%,-22.22%,1,7,2759.352387,8,,4414.96382,9,0,19,0,0,,
23-Mar-23,Samoa,East Asia & Pacific,Domestic,Passenger,171,190,133,-22.22%,-30.00%,-16.67%,-37.50%,551.8704775,2759.352387,3/23/23,WS,WSM,-22.22%,-30.00%,1,7,3311.222865,9,,4414.96382,10,0,19,0,0,,
27-Mar-23,Samoa,East Asia & Pacific,Domestic,Passenger,171,209,114,-33.33%,-45.45%,-16.67%,-37.50%,551.8704775,2759.352387,3/27/23,WS,WSM,-33.33%,-45.45%,1,6,3311.222865,9,,4414.96382,11,0,19,0,0,,
31-Mar-23,Samoa,East Asia & Pacific,Domestic,Passenger,133,171,114,-14.29%,-33.33%,20.00%,-33.33%,551.8704775,3311.222865,3/31/23,WS,WSM,-14.29%,-33.33%,1,6,2759.352387,7,,4966.834297,9,0,19,0,0,,
10-Apr-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,190,95,-16.67%,-50.00%,-16.67%,-16.67%,551.8704775,2759.352387,4/10/23,WS,WSM,-16.67%,-50.00%,1,5,3311.222865,6,,3311.222865,10,0,19,0,0,,
12-Apr-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,228,114,0.00%,-50.00%,-16.67%,-37.50%,551.8704775,2759.352387,4/12/23,WS,WSM,0.00%,-50.00%,2,6,3311.222865,6,,4414.96382,12,0,38,0,0,,
13-Apr-23,Samoa,East Asia & Pacific,Domestic,Passenger,95,228,133,40.00%,-41.67%,20.00%,-25.00%,551.8704775,3311.222865,4/13/23,WS,WSM,40.00%,-41.67%,1,7,2759.352387,5,,4414.96382,12,0,19,0,0,,
28-Apr-23,Samoa,East Asia & Pacific,Domestic,Passenger,133,171,57,-57.14%,-66.67%,-50.00%,-57.14%,551.8704775,1655.611432,4/28/23,WS,WSM,-57.14%,-66.67%,1,3,3311.222865,7,,3863.093342,9,0,19,0,0,,
2-May-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,190,38,-66.67%,-80.00%,-60.00%,-75.00%,551.8704775,1103.740955,5/2/23,WS,WSM,-66.67%,-80.00%,1,2,2759.352387,6,,4414.96382,10,0,19,0,0,,
2-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,133,228,114,-14.29%,-50.00%,-16.67%,-58.33%,551.8704775,2759.352387,6/2/23,WS,WSM,-14.29%,-50.00%,1,6,3311.222865,7,,6622.44573,12,0,19,0,0,,
8-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,114,95,133,16.67%,40.00%,40.00%,40.00%,551.8704775,3863.093342,6/8/23,WS,WSM,16.67%,40.00%,1,7,2759.352387,6,,2759.352387,5,0,19,0,0,,
15-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,133,209,133,0.00%,-36.36%,-28.57%,-37.50%,551.8704775,2759.352387,6/15/23,WS,WSM,0.00%,-36.36%,1,7,3863.093342,7,,4414.96382,11,0,19,0,0,,
22-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,133,152,152,14.29%,0.00%,39.78%,-12.64%,551.8704775,3856.937888,6/22/23,WS,WSM,14.29%,0.00%,1,8,2759.352387,7,,4414.96382,8,0,19,0,0,,
29-Jun-23,Samoa,East Asia & Pacific,Domestic,Passenger,152,171,285,87.50%,66.67%,71.70%,33.33%,1103.740955,6622.44573,6/29/23,WS,WSM,87.50%,66.67%,3,15,3856.937888,8,,4966.834297,9,0,57,0,0,,
14-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,304,266,323,6.25%,21.43%,30.00%,-7.14%,1655.611432,7174.316207,7/14/23,WS,WSM,6.25%,21.43%,4,17,5518.704775,16,,7726.186685,14,0,76,0,0,,
24-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,323,152,285,-11.76%,87.50%,0.00%,71.43%,1103.740955,6622.44573,7/24/23,WS,WSM,-11.76%,87.50%,2,15,6622.44573,17,,3863.093342,8,0,38,0,0,,
26-Jul-23,Samoa,East Asia & Pacific,Domestic,Passenger,361,209,323,-10.53%,54.55%,-7.69%,50.00%,1103.740955,6622.44573,7/26/23,WS,WSM,-10.53%,54.55%,4,17,7174.316207,19,,4414.96382,11,0,76,0,0,,
1-Aug-23,Samoa,East Asia & Pacific,Domestic,Passenger,304,209,304,0.00%,45.45%,-8.33%,10.33%,551.8704775,6070.575252,8/1/23,WS,WSM,0.00%,45.45%,1,16,6622.44573,16,,5502.397332,11,0,19,0,0,,
2-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,342,,247,-27.78%,,-33.33%,,0,4414.96382,9/2/23,WS,WSM,-27.78%,,2,13,6622.44573,18,,,,,38,0,0,,
6-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,76,304,6.67%,300.00%,22.22%,266.67%,1103.740955,6070.575252,9/6/23,WS,WSM,6.67%,300.00%,2,16,4966.834297,15,,1655.611432,4,0,38,0,0,,
20-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,114,266,-6.67%,133.33%,-10.00%,125.00%,551.8704775,4966.834297,9/20/23,WS,WSM,-6.67%,133.33%,2,14,5518.704775,15,,2207.48191,6,0,38,0,0,,
24-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,133,304,6.67%,128.57%,22.22%,83.33%,551.8704775,6070.575252,9/24/23,WS,WSM,6.67%,128.57%,1,16,4966.834297,15,,3311.222865,7,0,19,0,0,,
29-Sep-23,Samoa,East Asia & Pacific,Domestic,Passenger,266,247,323,21.43%,30.77%,30.00%,18.18%,1655.611432,7174.316207,9/29/23,WS,WSM,21.43%,30.77%,4,17,5518.704775,14,,6070.575252,13,0,76,0,0,,
26-Oct-23,Samoa,East Asia & Pacific,Domestic,Passenger,285,,323,13.33%,,8.33%,,1103.740955,7174.316207,10/26/23,WS,WSM,13.33%,,3,17,6622.44573,15,,,,,57,0,0,,
4-Jun-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,76,136,38,-50.00%,-72.06%,,-100.00%,0,0,6/4/21,SB,SLB,-50.00%,100.00%,2,2,,4,,44923.56176,1,4182,38,0,0,,-100.00%
11-Jun-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,38,136,57,50.00%,-58.09%,,-100.00%,0,0,6/11/21,SB,SLB,50.00%,200.00%,2,3,,2,,44923.56176,1,4182,38,0,0,,-100.00%
14-Jul-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,19,,76,300.00%,,,,0,0,7/14/21,SB,SLB,300.00%,,1,4,,1,,,,,19,0,0,,
30-Jul-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,,209,0.00%,,,,0,0,7/30/21,SB,SLB,0.00%,,3,11,,11,,,,,57,0,0,,
10-Sep-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,19,136,114,500.00%,-16.18%,,-100.00%,0,0,9/10/21,SB,SLB,500.00%,500.00%,1,6,,1,,44923.56176,1,4182,19,0,0,,-100.00%
11-Oct-21,Solomon Islands,East Asia & Pacific,Domestic,Passenger,57,,95,66.67%,,-39.17%,,0,4399.439976,10/11/21,SB,SLB,66.67%,,1,5,7232.741775,3,,,,,19,0,0,,
6-Jan-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,38,,76,100.00%,,,,6792.667196,20378.00159,1/6/22,SB,SLB,100.00%,,1,4,,2,,,,,19,0,0,,
18-Jan-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,114,,95,-16.67%,,-53.95%,,4399.439976,16951.61164,1/18/22,SB,SLB,-16.67%,,1,5,36813.03187,6,,,,,19,0,0,,
28-Feb-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,38,,114,200.00%,,200.00%,,6276.085834,18828.2575,2/28/22,SB,SLB,200.00%,,1,6,6276.085834,2,,,,,19,0,0,,
20-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,152,,95,-37.50%,,-37.50%,,6276.085834,31380.42917,3/20/22,SB,SLB,-37.50%,,1,5,50208.68667,8,,,,,19,0,0,,
24-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,171,272,228,33.33%,-16.18%,33.33%,-16.18%,18828.2575,75313.03,3/24/22,SB,SLB,33.33%,500.00%,3,12,56484.7725,9,,89847.12351,2,8364,57,0,0,,-100.00%
25-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,272,285,200.00%,4.78%,180.00%,-2.21%,12552.17167,87865.20167,3/25/22,SB,SLB,200.00%,650.00%,3,15,31380.42917,5,,89847.12351,2,8364,57,0,0,,-100.00%
26-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,272,342,260.00%,25.74%,240.00%,18.75%,18828.2575,106693.4592,3/26/22,SB,SLB,260.00%,800.00%,3,18,31380.42917,5,,89847.12351,2,8364,57,0,0,,-100.00%
29-Mar-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,133,272,399,200.00%,46.69%,185.71%,39.71%,25104.34333,125521.7167,3/29/22,SB,SLB,200.00%,950.00%,4,21,43932.60083,7,,89847.12351,2,8364,76,0,0,,-100.00%
4-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,418,,323,-22.73%,,-23.81%,,12552.17167,100417.3733,4/4/22,SB,SLB,-22.73%,,2,17,131797.8025,22,,,,,38,0,0,,
6-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,437,136,228,-47.83%,67.65%,-50.00%,53.68%,12552.17167,69036.94417,4/6/22,SB,SLB,-47.83%,1100.00%,2,12,138073.8883,23,,44923.56176,1,4182,38,0,0,,-100.00%
7-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,418,136,247,-40.91%,81.62%,-42.86%,67.65%,18828.2575,75313.03,4/7/22,SB,SLB,-40.91%,1200.00%,3,13,131797.8025,22,,44923.56176,1,4182,57,0,0,,-100.00%
8-Apr-22,Solomon Islands,East Asia & Pacific,Domestic,Passenger,399,136,266,-33.33%,95.59%,-30.00%,95.59%,18828.2575,87865.20167,4/8/22,SB,SLB,-33.33%,1300.00%,3,14,125521.7167,21,,44923.56176,1,4182,57,0,0,,-100.00%
