Day of Date,Destination Country,Destination Region,Type,Passenger,Lastwk Passengers Number 7Days,Lastyr Passengers Number 7Days,Passengers Number 7Days,psg_wow_change,psg_yoy_change,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso Country,Destination Iso3,fl_wow_change,fl_yoy_change,Flights Number,Flights Number 7Days,Lastwk Av Seat Km 7Days,Lastwk Flights Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Flights Number 7Days,Lastyr Payload 7Days,Passengers Number,Payload,Payload 7Days,pl_wow_change,pl_yoy_change
23-Sep-21,Samoa,East Asia & Pacific,Intra-Regional,Passenger,828,5034,526,-36.47%,-89.55%,-32.91%,-88.34%,793003.5436,1775670.612,9/23/21,WS,WSM,-33.33%,-92.59%,1,2,2646532.686,3,58482,15232831.74,27,101096,275,21940,39591,-32.30%,-60.84%
15-Oct-21,Samoa,East Asia & Pacific,Intra-Regional,Passenger,476,5071,975,104.83%,-80.77%,100.18%,-78.81%,1775670.612,3249885.59,10/15/21,WS,WSM,100.00%,-85.71%,2,4,1623442.685,2,18891,15337796.2,28,102370,526,39591,61531,225.72%,-39.89%
20-Nov-21,Samoa,East Asia & Pacific,Intra-Regional,Passenger,572,4250,1130,97.55%,-73.41%,79.85%,-72.34%,1663865.617,3517394.759,11/20/21,WS,WSM,100.00%,-83.33%,2,4,1955760.992,2,37395,12718342.04,24,35276,577,40831,77373,106.91%,119.34%
2-Dec-21,Samoa,East Asia & Pacific,Intra-Regional,Passenger,577,4583,619,7.28%,-86.49%,10.57%,-86.53%,365470.5594,1839685.537,12/2/21,WS,WSM,50.00%,-88.00%,1,3,1663865.617,2,40831,13658519.34,25,55462,170,0,21940,-46.27%,-60.44%
21-Jan-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,,5722,874,,-84.73%,,-83.28%,870862.0733,2826623.065,1/21/22,WS,WSM,,-90.32%,1,3,,,,16907152.58,31,47034,302,18891,56286,,19.67%
5-Mar-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,302,4240,302,0.00%,-92.88%,0.00%,-92.78%,870862.0733,870862.0733,3/5/22,WS,WSM,0.00%,-95.83%,1,1,870862.0733,1,18891,12068548.84,24,31619,302,18891,18891,0.00%,-40.25%
14-Mar-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,476,4510,604,26.89%,-86.61%,12.22%,-86.35%,870862.0733,1741724.147,3/14/22,WS,WSM,0.00%,-91.30%,1,2,1552073.508,2,18891,12759034.22,23,82433,302,18891,37782,100.00%,-54.17%
21-Mar-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,604,4184,774,28.15%,-81.50%,11.81%,-83.83%,870862.0733,1947507.716,3/21/22,WS,WSM,50.00%,-86.36%,1,3,1741724.147,2,37782,12042071.98,22,29153,302,18891,39481,4.50%,35.43%
28-May-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,302,4625,723,139.40%,-84.37%,136.47%,-84.92%,205783.5694,2059312.712,5/28/22,WS,WSM,200.00%,-88.46%,1,3,870862.0733,1,18891,13656914.66,26,51669,170,1699,38241,102.43%,-25.99%
24-Jun-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,769,4708,618,-19.64%,-86.87%,-9.06%,-85.26%,2864.039882,2036483.561,6/24/22,WS,WSM,0.00%,-89.29%,1,3,2239403.091,3,36045,13815384.31,28,47793,19,0,34346,-4.71%,-28.14%
25-Jun-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,599,4679,826,37.90%,-82.35%,10.54%,-83.75%,211511.6491,2247995.21,6/25/22,WS,WSM,200.00%,-76.92%,3,6,2033619.521,2,34346,13832709.61,26,42163,208,1699,36045,4.95%,-14.51%
28-Jun-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,599,4754,1015,69.45%,-78.65%,20.80%,-82.57%,1371405.057,2456642.82,6/28/22,WS,WSM,300.00%,-68.00%,3,8,2033619.521,2,34346,14091389.69,25,60177,486,17154,37744,9.89%,-37.28%
23-Jul-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,770,7629,921,19.61%,-87.93%,9.85%,-89.64%,211511.6491,2262315.41,7/23/22,WS,WSM,0.00%,-73.17%,3,11,2059395.88,11,34346,21830082.88,41,204704,208,1699,36045,4.95%,-82.39%
25-Jul-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,751,7629,1091,45.27%,-85.70%,20.01%,-88.69%,205783.5694,2468098.979,7/25/22,WS,WSM,20.00%,-70.73%,1,12,2056531.84,10,34346,21830082.88,41,204704,170,1699,37744,9.89%,-81.56%
2-Aug-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,1110,4984,1032,-7.03%,-79.29%,12.92%,-81.10%,1782722.427,2790101.66,8/2/22,WS,WSM,-38.46%,-69.23%,3,8,2470963.019,13,37744,14764667.96,26,105886,530,15455,39094,3.58%,-63.08%
7-Sep-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2027,4778,2216,9.32%,-53.62%,4.49%,-65.36%,998787.113,4858893.976,9/7/22,WS,WSM,12.50%,-30.77%,2,18,4650246.366,16,44191,14026744.66,26,68172,445,23639,44191,0.00%,-35.18%
19-Sep-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2248,5110,2141,-4.76%,-58.10%,-5.89%,-69.41%,211511.6491,4667430.606,9/19/22,WS,WSM,15.79%,-18.52%,3,22,4959421.724,19,79598,15258514.07,27,83605,208,1699,44191,-44.48%,-47.14%
22-Sep-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2248,5206,2130,-5.25%,-59.09%,-4.43%,-70.00%,873726.1132,4739561.056,9/22/22,WS,WSM,5.26%,-28.57%,2,20,4959421.724,19,79598,15799092.04,28,101840,321,18891,41142,-48.31%,-59.60%
26-Sep-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2141,5143,2195,2.52%,-57.32%,4.09%,-68.34%,205783.5694,4858513.609,9/26/22,WS,WSM,-18.18%,-35.71%,1,18,4667430.606,22,44191,15344119.99,28,117531,170,1699,54609,23.57%,-53.54%
5-Oct-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2478,5178,2338,-5.65%,-54.85%,-13.54%,-68.21%,1082373.722,4951072.705,10/5/22,WS,WSM,27.78%,-17.86%,4,23,5726511.643,18,73500,15575554.01,28,87614,510,20590,41142,-44.02%,-53.04%
7-Oct-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2233,5263,2552,14.29%,-51.51%,14.47%,-64.55%,211511.6491,5568173.644,10/7/22,WS,WSM,20.00%,-17.24%,3,24,4864241.689,20,54609,15709095.59,29,100579,208,1699,41142,-24.66%,-59.09%
17-Oct-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2533,5065,2495,-1.50%,-50.74%,-0.10%,-63.74%,822884.5088,5559581.525,10/17/22,WS,WSM,-8.70%,-25.00%,2,21,5565309.604,23,42841,15330533.25,28,103247,384,1699,42841,0.00%,-58.51%
28-Oct-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2514,4691,2533,0.76%,-46.00%,0.05%,-60.16%,211511.6491,5565309.604,10/28/22,WS,WSM,4.55%,-8.00%,3,23,5562445.564,22,42841,13969953.46,25,63093,208,1699,42841,0.00%,-32.10%
5-Nov-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2086,4534,3122,49.66%,-31.14%,75.02%,-43.96%,825748.5486,7575330.787,11/5/22,WS,WSM,0.00%,-20.00%,3,20,4328243.686,20,42841,13517220.53,25,55462,403,1699,64781,51.21%,16.80%
16-Nov-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3686,4390,3300,-10.47%,-24.83%,-10.30%,-36.75%,2425516.557,8300048.947,11/16/22,WS,WSM,0.00%,-12.50%,5,21,9253634.26,21,89005,13122052.93,24,53064,868,19350,87677,-1.49%,65.23%
22-Nov-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3030,4292,3463,14.29%,-19.32%,21.97%,-30.13%,619964.9793,8921376.88,11/22/22,WS,WSM,0.00%,-20.83%,2,19,7314517.839,19,70026,12769182.68,24,34532,233,0,108006,54.24%,212.77%
3-Dec-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3539,4745,3715,4.97%,-21.71%,7.96%,-32.53%,1374269.097,9643573.709,12/3/22,WS,WSM,-8.70%,-19.23%,4,21,8932833.04,23,108006,14292750.68,26,56565,505,17154,110558,2.36%,95.45%
11-Dec-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3694,5333,4256,15.21%,-20.20%,10.26%,-33.49%,1950371.756,10509026.94,12/11/22,WS,WSM,13.64%,-10.71%,4,25,9531091.779,22,102176,15800567.12,28,82861,793,39481,142044,39.02%,71.42%
14-Dec-22,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3444,5415,4768,38.44%,-11.95%,40.39%,-23.75%,3469417.195,12011814.95,12/14/22,WS,WSM,30.00%,-10.34%,5,26,8555791.142,20,102563,15752589.55,29,63970,1212,60181,181635,77.10%,183.94%
1-Jan-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4752,5972,4948,4.12%,-17.15%,6.53%,-30.91%,1696610.622,12530871.82,1/1/23,WS,WSM,-6.90%,-12.90%,4,27,11762458.16,29,188579,18137522.97,31,40660,705,20590,156646,-16.93%,285.26%
6-Jan-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5242,5522,5398,2.98%,-2.25%,8.07%,-13.01%,3469417.195,14295086.27,1/6/23,WS,WSM,-16.67%,-13.79%,5,25,13227371.59,30,177733,16433883.86,29,47034,1212,60181,197936,11.37%,320.84%
14-Jan-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5101,6586,5036,-1.27%,-23.53%,-0.64%,-34.53%,3469417.195,13048742.21,1/14/23,WS,WSM,-8.33%,-38.89%,5,22,13132328.82,24,182481,19931959.69,36,48461,1212,60181,185530,1.67%,282.84%
15-Jan-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5082,6468,5036,-0.91%,-22.14%,-0.61%,-33.57%,1693746.582,13048742.21,1/15/23,WS,WSM,-4.35%,-37.14%,3,22,13129464.78,23,182481,19643257.03,35,45821,686,20590,185530,1.67%,304.90%
26-Jan-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5103,5601,4753,-6.86%,-15.14%,-7.26%,-25.48%,205783.5694,12280111.99,1/26/23,WS,WSM,-4.55%,-30.00%,1,21,13241946.71,22,189164,16477919.45,30,60125,170,0,164094,-13.25%,172.92%
31-Jan-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4923,5541,3881,-21.17%,-29.96%,-19.72%,-36.15%,1076645.643,10023191.31,1/31/23,WS,WSM,-22.73%,-41.38%,2,17,12485895.56,22,165793,15698282.96,29,71205,472,20590,137343,-17.16%,92.88%
1-Feb-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5055,5031,2900,-42.63%,-42.36%,-47.26%,-51.25%,870862.0733,6935460.292,2/1/23,WS,WSM,-40.91%,-51.85%,1,13,13150974.06,22,182985,14227621.85,27,43932,302,18891,100801,-44.91%,129.45%
6-Feb-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3579,4529,4268,19.25%,-5.76%,17.01%,-17.54%,1615888.052,10709206.86,2/6/23,WS,WSM,12.50%,-18.18%,3,18,9152329.24,16,118452,12986408.67,22,63771,659,23639,173162,46.19%,171.54%
8-Feb-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,2900,4522,3939,35.83%,-12.89%,40.73%,-25.30%,793003.5436,9760486.261,2/8/23,WS,WSM,30.77%,-22.73%,1,17,6935460.292,13,100801,13065423.27,22,63771,275,21940,157320,56.07%,146.70%
1-Mar-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3724,4039,3259,-12.49%,-19.31%,-16.71%,-27.99%,2470630.082,7971940.011,3/1/23,WS,WSM,-11.76%,-42.31%,3,15,9571708.019,17,122372,11071285.49,26,44880,767,36542,104721,-14.42%,133.34%
9-Mar-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3259,4019,3316,1.75%,-17.49%,0.11%,-30.98%,1191314.678,7980532.131,3/9/23,WS,WSM,20.00%,-14.29%,3,18,7971940.011,15,104721,11562502.37,21,31619,440,19350,104721,0.00%,231.20%
13-Mar-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3278,4198,3431,4.67%,-18.27%,1.63%,-31.66%,1474589.239,8104450.611,3/13/23,WS,WSM,37.50%,0.00%,3,22,7974804.051,16,104721,11859335.66,22,69172,610,23639,123612,18.04%,78.70%
19-Mar-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3480,4240,3136,-9.89%,-26.04%,-15.18%,-42.35%,1031532.118,6994147.603,3/19/23,WS,WSM,18.18%,23.81%,4,26,8245749.424,22,123612,12131766.83,21,45588,573,1699,84131,-31.94%,84.55%
26-Mar-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3136,4343,4272,36.22%,-1.63%,61.51%,-9.00%,2513577.112,11296204.79,3/26/23,WS,WSM,11.54%,16.00%,6,29,6994147.603,26,84131,12413508.84,25,43158,1024,23639,106071,26.08%,145.77%
31-Mar-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,3656,4435,5136,40.48%,15.81%,45.48%,5.62%,2682141.731,13585894.35,3/31/23,WS,WSM,19.23%,34.78%,6,31,9338357.674,26,84131,12863585.63,23,66651,975,38241,140804,67.36%,111.26%
9-Apr-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4870,3794,4867,-0.06%,28.28%,0.29%,20.79%,3294648.387,13348338.2,4/9/23,WS,WSM,0.00%,42.86%,6,30,13309546.63,30,121060,11050838.11,21,65888,1090,17154,118864,-1.81%,80.40%
20-Apr-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5018,5583,4750,-5.34%,-14.92%,-7.26%,-23.98%,1285293.252,12575221.33,4/20/23,WS,WSM,-8.82%,6.90%,4,31,13559014.04,34,120947,16542653.04,29,121369,661,22289,160192,32.45%,31.99%
24-Apr-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4712,5167,4827,2.44%,-6.58%,3.40%,-16.31%,1555311.809,13004963.5,4/24/23,WS,WSM,-15.15%,3.70%,4,28,12577249.56,33,160576,15539391.84,27,76487,656,20590,141650,-11.79%,85.19%
27-Apr-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4750,4748,4789,0.82%,0.86%,3.37%,-9.29%,1285293.252,12999235.42,4/27/23,WS,WSM,-16.13%,0.00%,4,26,12575221.33,31,160192,14331142.8,26,41286,661,22289,139951,-12.64%,238.98%
4-May-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4789,4710,4670,-2.48%,-0.85%,0.18%,-8.74%,1191314.678,13022571.05,5/4/23,WS,WSM,0.00%,4.00%,3,26,12999235.42,26,139951,14269127.3,25,64704,440,19350,134140,-4.15%,107.31%
4-Jun-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5046,4692,5117,1.41%,9.06%,0.48%,13.90%,3150485.534,15857669.49,6/4/23,WS,WSM,12.00%,12.00%,5,28,15781890.95,25,133060,13922642.38,25,66684,1022,17154,111183,-16.44%,66.73%
5-Jun-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5065,4692,5576,10.09%,18.84%,10.78%,25.60%,3441185.589,17486898.49,6/5/23,WS,WSM,11.54%,16.00%,5,29,15784754.99,26,133060,13922642.38,25,66684,1204,47863,130074,-2.24%,95.06%
22-Jun-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5038,4712,5115,1.53%,8.55%,-10.24%,2.05%,1079509.683,13982264.81,6/22/23,WS,WSM,-3.45%,-6.67%,3,28,15577935.9,29,111183,13701950.36,30,46039,491,20590,126749,14.00%,175.31%
8-Jul-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4996,7497,5196,4.00%,-30.69%,0.26%,-37.44%,1953222.576,13624137.07,7/8/23,WS,WSM,18.52%,-15.79%,3,32,13589067.86,27,165950,21779253.79,38,244687,688,28972,171544,3.37%,-29.89%
11-Jul-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5120,6860,5261,2.75%,-23.31%,1.41%,-30.88%,1957910.585,13806571.45,7/11/23,WS,WSM,17.86%,-2.94%,5,33,13614761.05,28,169845,19975703.95,34,212455,726,28972,169348,-0.29%,-20.29%
16-Jul-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5242,6562,5223,-0.36%,-20.41%,-0.02%,-28.94%,2674683.407,13801883.44,7/16/23,WS,WSM,-3.13%,-8.82%,4,31,13804227.45,32,169348,19422825,34,170871,857,17154,169348,0.00%,-0.89%
22-Jul-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5223,7715,5475,4.82%,-29.03%,7.67%,-32.53%,2634434.01,14860506.67,7/22/23,WS,WSM,3.23%,-23.81%,4,32,13801883.44,31,169348,22025631.38,42,210037,862,28972,151697,-10.42%,-27.78%
12-Aug-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5197,5005,5449,4.85%,8.87%,1.18%,-6.04%,2634434.01,13861988.17,8/12/23,WS,WSM,12.50%,33.33%,4,36,13700093.23,32,136242,14752701.37,27,81240,862,28972,133193,-2.24%,63.95%
21-Aug-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5468,4883,5148,-5.85%,5.43%,-5.36%,-10.22%,2641353.079,13121110.56,8/21/23,WS,WSM,2.70%,46.15%,9,38,13864332.17,37,133193,14613964.63,26,90112,1186,30671,126926,-4.71%,40.85%
23-Aug-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5101,4925,5148,0.92%,4.53%,-2.03%,-10.53%,1313174.404,13121110.56,8/23/23,WS,WSM,2.70%,46.15%,5,38,13393027.71,37,126161,14664805.28,26,89368,447,0,126926,0.61%,42.03%
26-Aug-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4961,4912,5261,6.05%,7.11%,2.70%,-8.54%,2519088.04,13394517.59,8/26/23,WS,WSM,8.33%,44.44%,4,39,13041762.15,36,126926,14645145.13,27,84482,822,20590,129210,1.80%,52.94%
30-Aug-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,5148,5265,4998,-2.91%,-5.07%,1.41%,-15.81%,1310830.399,13305793.17,8/30/23,WS,WSM,-13.16%,13.79%,4,33,13121110.56,38,126926,15803618.56,29,109013,428,0,129210,1.80%,18.53%
6-Sep-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4998,4589,4853,-2.90%,5.75%,-1.79%,-3.07%,1310830.399,13067210.17,9/6/23,WS,WSM,3.03%,36.00%,4,34,13305793.17,33,129210,13481734.95,25,70118,428,0,114381,-11.48%,63.13%
9-Sep-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4958,5285,4725,-4.70%,-10.60%,-2.37%,-16.58%,1648225.967,12877559.53,9/9/23,WS,WSM,3.03%,17.24%,3,34,13190447.2,33,119129,15436309.5,29,97591,520,1699,95490,-19.84%,-2.15%
13-Sep-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4853,5109,4868,0.31%,-4.72%,1.05%,-12.79%,1713519.821,13204734.42,9/13/23,WS,WSM,2.94%,20.69%,4,35,13067210.17,34,114381,15140700.81,29,104516,579,1699,100238,-12.36%,-4.09%
19-Sep-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4717,5110,4931,4.54%,-3.50%,3.98%,-12.76%,2445917.52,13311838.52,9/19/23,WS,WSM,-5.71%,22.22%,6,33,12802045,35,98539,15258514.07,27,83605,833,23639,122178,23.99%,46.14%
7-Oct-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4769,5263,4697,-1.51%,-10.75%,-0.26%,-17.57%,1651090.007,12949088.68,10/7/23,WS,WSM,-9.68%,-3.45%,4,28,12982839.66,31,115731,15709095.59,29,100579,539,1699,135543,17.12%,34.76%
11-Oct-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4617,5199,4742,2.71%,-8.79%,1.31%,-17.20%,1927931.338,12921516.91,10/11/23,WS,WSM,14.81%,6.90%,5,31,12754306.3,27,118780,15604853.61,29,116212,642,0,113603,-4.36%,-2.25%
21-Oct-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4700,4589,4825,2.66%,5.14%,4.08%,-4.25%,2634434.01,13249734.71,10/21/23,WS,WSM,-9.38%,16.00%,4,29,12730902.49,32,98539,13838060.12,25,70560,862,28972,119714,21.49%,69.66%
31-Oct-23,Samoa,East Asia & Pacific,Intra-Regional,Passenger,4770,4675,3908,-18.07%,-16.41%,-19.72%,-23.07%,205783.5694,10719859.62,10/31/23,WS,WSM,-20.83%,-24.00%,1,19,13352840.63,24,128096,13933854.02,25,69600,170,1699,98539,-23.07%,41.58%
3-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2445,2098,2138,-12.56%,1.91%,-11.69%,-3.65%,633252.0954,3731053.3,1/3/20,SB,SLB,-11.11%,0.00%,3,16,4224991.788,18,39539,3872322.522,16,26031,381,5776,35620,-9.91%,36.84%
11-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2308,2264,2436,5.55%,7.60%,7.22%,4.81%,751272.8817,4381811.782,1/11/20,SB,SLB,5.88%,5.88%,3,18,4086879.337,17,35620,4180604.103,17,33267,402,7397,37241,4.55%,11.95%
12-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2308,2264,2436,5.55%,7.60%,7.22%,4.81%,430283.8335,4381811.782,1/12/20,SB,SLB,5.88%,5.88%,2,18,4086879.337,17,35620,4180604.103,17,33267,237,2640,37241,4.55%,11.95%
25-Jan-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2620,2118,2594,-0.99%,22.47%,0.08%,20.42%,690664.3035,4774183.625,1/25/20,SB,SLB,5.26%,25.00%,3,20,4770204.46,19,38260,3964562.95,16,26373,359,4261,38894,1.66%,47.48%
3-Feb-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2730,2654,1979,-27.51%,-25.43%,-29.95%,-28.94%,255357.5093,3546046.516,2/3/20,SB,SLB,-28.57%,-25.00%,1,15,5062107.774,21,41534,4990423.692,20,31130,122,1621,29508,-28.95%,-5.21%
8-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,1824,2161,1947,6.74%,-9.90%,10.54%,-10.16%,447220.5482,3616386.643,3/8/20,SB,SLB,0.00%,6.25%,2,17,3271666.926,17,21390,4025171.528,16,29509,245,1736,21426,0.17%,-27.39%
17-Mar-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,2203,2234,2191,-0.54%,-1.92%,2.05%,-1.35%,933709.9057,4072479.543,3/17/20,SB,SLB,-5.56%,0.00%,4,17,3990753.589,18,26134,4128065.161,17,28671,600,8912,29018,11.04%,1.21%
23-Apr-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,,2304,204,,-91.15%,,-89.90%,142330.415,430254.5648,4/23/20,SB,SLB,,-88.24%,1,2,,,,4260464.135,17,28765,68,0,2640,,-90.82%
17-Jul-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,272,2009,136,-50.00%,-93.23%,-50.00%,-92.64%,287924.1498,287924.1498,7/17/20,SB,SLB,-50.00%,-93.33%,1,1,575848.2995,2,5280,3912182.115,15,25877,136,2640,2640,-50.00%,-89.80%
18-Nov-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,136,2994,340,150.00%,-88.64%,149.43%,-87.05%,287924.1498,718178.7145,11/18/20,SB,SLB,200.00%,-86.36%,1,3,287924.1498,1,2640,5546105.764,22,46219,136,2640,5280,100.00%,-88.58%
30-Nov-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,408,2383,496,21.57%,-79.19%,12.30%,-77.62%,163502.211,966364.499,11/30/20,SB,SLB,33.33%,-76.47%,1,4,860509.1295,3,7920,4317127.377,17,35620,116,2298,4938,-37.65%,-86.14%
18-Dec-20,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,776,2763,748,-3.61%,-72.93%,-21.66%,-71.92%,287924.1498,1340805.036,12/18/20,SB,SLB,-16.67%,-75.00%,1,5,1711452.238,6,15156,4775571.912,20,38701,136,2640,7920,-47.74%,-79.54%
21-Jan-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,442,2262,408,-7.69%,-81.96%,43.19%,-72.86%,381345.8489,1131200.323,1/21/21,SB,SLB,0.00%,-82.35%,1,3,790023.4315,3,5280,4167531.212,17,29509,136,2640,7920,50.00%,-73.16%
5-Feb-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,422,2668,272,-35.55%,-89.81%,-10.54%,-86.67%,287924.1498,669269.9987,2/5/21,SB,SLB,-33.33%,-90.00%,1,2,748161.5447,3,4938,5019727.013,20,32149,136,2640,5280,6.93%,-83.58%
19-Feb-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,442,2062,476,7.69%,-76.92%,-25.28%,-81.36%,287924.1498,722801.0532,2/19/21,SB,SLB,0.00%,-81.25%,1,3,967292.9256,3,5280,3877899.183,16,23391,136,2640,2640,-50.00%,-88.71%
5-Mar-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,450,2032,306,-32.00%,-84.94%,-28.65%,-86.85%,287924.1498,505362.6015,3/5/21,SB,SLB,-33.33%,-86.67%,1,2,708330.8634,3,5776,3843345.793,15,28671,136,2640,2640,-54.29%,-90.79%
11-Apr-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,306,2014,804,162.75%,-60.08%,229.80%,-55.35%,381345.8489,1666681.155,4/11/21,SB,SLB,200.00%,-62.50%,1,6,505362.6015,2,2640,3732782.645,16,21655,136,2640,13393,407.31%,-38.15%
10-Jun-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,272,2262,306,12.50%,-86.47%,-12.24%,-87.89%,217438.4517,505362.6015,6/10/21,SB,SLB,0.00%,-88.24%,1,2,575848.2995,2,5280,4172554.173,17,29509,170,0,2640,-50.00%,-91.05%
3-Sep-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,442,2226,136,-69.23%,-93.89%,-63.70%,-92.92%,287924.1498,287924.1498,9/3/21,SB,SLB,-66.67%,-93.75%,1,1,793286.7513,3,5280,4067808.298,16,34160,136,2640,2640,-50.00%,-92.27%
9-Sep-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,136,2203,578,325.00%,-73.76%,275.52%,-73.30%,505362.6015,1081210.901,9/9/21,SB,SLB,300.00%,-75.00%,2,4,287924.1498,1,2640,4049061.607,16,28765,306,2640,7920,200.00%,-72.47%
16-Sep-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,578,2209,578,0.00%,-73.83%,-2.37%,-74.01%,217438.4517,1055628.252,9/16/21,SB,SLB,0.00%,-75.00%,1,4,1081210.901,4,7920,4061620.173,16,27888,170,0,7920,0.00%,-71.60%
3-Nov-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,480,2451,900,87.50%,-63.28%,50.65%,-65.48%,217438.4517,1511835.73,11/3/21,SB,SLB,100.00%,-66.67%,1,6,1003517.125,3,2640,4380161.06,18,39539,170,0,11552,337.58%,-70.78%
17-Dec-21,Solomon Islands,East Asia & Pacific,Intra-Regional,Passenger,310,2763,560,80.65%,-79.73%,37.42%,-77.38%,287924.1498,1080222.146,12/17/21,SB,SLB,100.00%,-80.00%,1,4,786078.6728,2,2640,4775571.912,20,38701,136,2640,11552,337.58%,-70.15%
