,destination_iso_country,date,fl_ranking,fl_wow_change,fl_yoy_change,destination_country,flights_number_7days,week,year,weekday,psg_ranking,psg_wow_change,psg_yoy_change,passengers_number_7days
487,FJ,2021-05-02,2,30.43%,-86.78%,Fiji,30,17,2021,7,2,38.98%,-86.48%,3776
488,FJ,2021-05-03,2,26.09%,-87.00%,Fiji,29,18,2021,1,2,30.86%,-87.53%,3503
489,FJ,2021-05-04,2,0.00%,-87.84%,Fiji,27,18,2021,2,2,8.05%,-87.16%,3504
490,FJ,2021-05-05,3,-10.34%,-88.50%,Fiji,26,18,2021,3,2,-5.41%,-88.56%,3146
491,FJ,2021-05-06,3,-20.00%,-89.66%,Fiji,24,18,2021,4,2,-6.33%,-88.79%,3108
492,FJ,2021-05-07,3,-14.29%,-89.87%,Fiji,24,18,2021,5,2,-3.93%,-88.96%,3108
493,FJ,2021-05-08,3,-17.86%,-90.50%,Fiji,23,18,2021,6,2,-9.00%,-89.01%,3134
494,FJ,2021-05-09,3,-20.00%,-89.83%,Fiji,24,18,2021,7,2,-10.12%,-87.94%,3394
495,FJ,2021-05-10,3,-10.34%,-88.60%,Fiji,26,19,2021,1,2,10.51%,-85.96%,3871
496,FJ,2021-05-11,3,3.70%,-87.39%,Fiji,28,19,2021,2,2,12.10%,-86.08%,3928
497,FJ,2021-05-12,3,11.54%,-86.26%,Fiji,29,19,2021,3,2,34.81%,-84.07%,4241
498,FJ,2021-05-13,2,25.00%,-85.71%,Fiji,30,19,2021,4,2,33.66%,-84.36%,4154
499,FJ,2021-05-14,2,25.00%,-85.65%,Fiji,30,19,2021,5,2,41.83%,-83.34%,4408
500,FJ,2021-05-15,3,21.74%,-86.41%,Fiji,28,19,2021,6,2,28.62%,-84.54%,4031
501,FJ,2021-05-16,3,0.00%,-88.46%,Fiji,24,19,2021,7,2,0.77%,-86.72%,3420
502,FJ,2021-05-17,3,-23.08%,-90.95%,Fiji,20,20,2021,1,2,-24.95%,-88.63%,2905
503,FJ,2021-05-18,3,-42.86%,-93.19%,Fiji,16,20,2021,2,3,-35.46%,-90.11%,2535
504,FJ,2021-05-19,3,-58.62%,-95.12%,Fiji,12,20,2021,3,3,-48.95%,-91.83%,2165
505,FJ,2021-05-20,3,-63.33%,-95.55%,Fiji,11,20,2021,4,3,-53.56%,-92.70%,1929
506,FJ,2021-05-21,3,-66.67%,-95.95%,Fiji,10,20,2021,5,3,-62.43%,-93.67%,1656
507,FJ,2021-05-22,3,-60.71%,-95.58%,Fiji,11,20,2021,6,3,-52.15%,-92.65%,1929
508,FJ,2021-05-23,3,-50.00%,-95.22%,Fiji,12,20,2021,7,3,-34.44%,-91.50%,2242
509,FJ,2021-05-24,3,-40.00%,-95.22%,Fiji,12,21,2021,1,3,-22.82%,-91.67%,2242
510,FJ,2021-05-25,3,-25.00%,-95.22%,Fiji,12,21,2021,2,3,-8.92%,-91.44%,2309
511,FJ,2021-05-26,3,8.33%,-94.92%,Fiji,13,21,2021,3,2,19.26%,-90.76%,2582
512,FJ,2021-05-27,3,27.27%,-94.44%,Fiji,14,21,2021,4,2,51.58%,-89.43%,2924
513,FJ,2021-05-28,3,60.00%,-93.68%,Fiji,16,21,2021,5,2,78.86%,-89.46%,2962
514,FJ,2021-05-29,3,45.45%,-93.65%,Fiji,16,21,2021,6,2,55.62%,-89.43%,3002
515,FJ,2021-05-30,2,41.67%,-93.33%,Fiji,17,21,2021,7,2,21.63%,-90.43%,2727
516,FJ,2021-05-31,2,41.67%,-93.31%,Fiji,17,22,2021,1,2,21.63%,-90.36%,2727
517,FJ,2021-06-01,2,66.67%,-92.09%,Fiji,20,22,2021,2,2,44.05%,-88.19%,3326
518,FJ,2021-06-02,2,69.23%,-91.27%,Fiji,22,22,2021,3,2,31.84%,-87.89%,3404
519,FJ,2021-06-03,2,57.14%,-91.37%,Fiji,22,22,2021,4,2,16.42%,-88.22%,3404
520,FJ,2021-06-04,2,37.50%,-91.47%,Fiji,22,22,2021,5,2,25.12%,-87.37%,3706
521,FJ,2021-06-05,2,37.50%,-91.57%,Fiji,22,22,2021,6,2,23.45%,-87.56%,3706
522,FJ,2021-06-06,2,29.41%,-91.47%,Fiji,22,22,2021,7,2,35.90%,-87.66%,3706
523,FJ,2021-06-07,3,29.41%,-91.41%,Fiji,22,23,2021,1,2,35.90%,-87.69%,3706
524,FJ,2021-06-08,3,-10.00%,-93.02%,Fiji,18,23,2021,2,2,-10.52%,-90.18%,2976
525,FJ,2021-06-09,3,-27.27%,-93.60%,Fiji,16,23,2021,3,2,-13.69%,-90.17%,2938
526,FJ,2021-06-10,3,-40.91%,-94.76%,Fiji,13,23,2021,4,2,-19.80%,-90.70%,2730
527,FJ,2021-06-11,3,-45.45%,-95.12%,Fiji,12,23,2021,5,2,-35.00%,-91.77%,2409
528,FJ,2021-06-12,3,-40.91%,-94.69%,Fiji,13,23,2021,6,2,-27.63%,-90.83%,2682
529,FJ,2021-06-13,3,-45.45%,-95.08%,Fiji,12,23,2021,7,2,-21.29%,-89.99%,2917
530,FJ,2021-06-14,3,-40.91%,-94.76%,Fiji,13,24,2021,1,2,-15.62%,-89.29%,3127
531,FJ,2021-06-15,3,-16.67%,-93.95%,Fiji,15,24,2021,2,2,18.21%,-88.01%,3518
532,FJ,2021-06-16,3,0.00%,-93.65%,Fiji,16,24,2021,3,2,20.39%,-87.88%,3537
533,FJ,2021-06-17,3,38.46%,-92.89%,Fiji,18,24,2021,4,2,39.56%,-86.88%,3810
534,FJ,2021-06-18,3,66.67%,-92.22%,Fiji,20,24,2021,5,2,83.35%,-85.05%,4417
535,FJ,2021-06-19,3,53.85%,-92.28%,Fiji,20,24,2021,6,2,55.22%,-85.93%,4163
536,FJ,2021-06-20,3,75.00%,-92.05%,Fiji,21,24,2021,7,2,45.46%,-85.88%,4243
537,FJ,2021-06-21,3,61.54%,-91.92%,Fiji,21,25,2021,1,2,39.65%,-85.24%,4367
538,FJ,2021-06-22,3,33.33%,-92.31%,Fiji,20,25,2021,2,2,21.92%,-85.63%,4289
539,FJ,2021-06-23,3,18.75%,-92.80%,Fiji,19,25,2021,3,2,19.59%,-85.89%,4230
540,FJ,2021-06-24,3,16.67%,-91.98%,Fiji,21,25,2021,4,2,17.32%,-85.13%,4470
541,FJ,2021-06-25,3,-5.00%,-92.69%,Fiji,19,25,2021,5,2,-5.41%,-85.96%,4178
542,FJ,2021-06-26,3,-10.00%,-93.16%,Fiji,18,25,2021,6,2,1.10%,-85.94%,4209
543,FJ,2021-06-27,3,-14.29%,-93.21%,Fiji,18,25,2021,7,2,6.13%,-84.96%,4503
544,FJ,2021-06-28,3,-4.76%,-92.59%,Fiji,20,26,2021,1,2,5.22%,-85.08%,4595
545,FJ,2021-06-29,3,5.00%,-92.25%,Fiji,21,26,2021,2,2,9.12%,-84.81%,4680
546,FJ,2021-06-30,3,15.79%,-91.97%,Fiji,22,26,2021,3,2,18.53%,-84.11%,5014
547,FJ,2021-07-01,3,-14.29%,-93.59%,Fiji,18,26,2021,4,2,-2.26%,-86.48%,4369
548,FJ,2021-07-02,3,-5.26%,-93.64%,Fiji,18,26,2021,5,2,4.57%,-86.56%,4369
549,FJ,2021-07-03,3,5.56%,-93.36%,Fiji,19,26,2021,6,2,11.24%,-85.73%,4682
550,FJ,2021-07-04,3,5.56%,-93.40%,Fiji,19,26,2021,7,2,0.80%,-86.34%,4539
551,FJ,2021-07-05,3,-15.00%,-94.20%,Fiji,17,27,2021,1,2,-3.22%,-86.85%,4447
552,FJ,2021-07-06,3,-28.57%,-94.92%,Fiji,15,27,2021,2,2,-7.20%,-87.21%,4343
553,FJ,2021-07-07,3,-27.27%,-94.54%,Fiji,16,27,2021,3,2,-12.21%,-87.00%,4402
554,FJ,2021-07-08,3,-11.11%,-94.54%,Fiji,16,27,2021,4,2,2.15%,-86.92%,4463
555,FJ,2021-07-09,3,-5.56%,-94.24%,Fiji,17,27,2021,5,2,9.32%,-86.21%,4776
556,FJ,2021-07-10,3,-10.53%,-94.22%,Fiji,17,27,2021,6,2,-4.89%,-87.12%,4453
557,FJ,2021-07-11,3,-15.79%,-94.52%,Fiji,16,27,2021,7,2,-5.64%,-87.47%,4283
558,FJ,2021-07-12,3,11.76%,-93.52%,Fiji,19,28,2021,1,2,3.96%,-86.51%,4623
559,FJ,2021-07-13,3,33.33%,-93.27%,Fiji,20,28,2021,2,2,7.92%,-86.49%,4687
560,FJ,2021-07-14,3,12.50%,-93.96%,Fiji,18,28,2021,3,2,-1.54%,-87.53%,4334
561,FJ,2021-07-15,3,18.75%,-93.62%,Fiji,19,28,2021,4,2,-1.86%,-87.40%,4380
562,FJ,2021-07-16,3,29.41%,-92.57%,Fiji,22,28,2021,5,2,-6.43%,-87.06%,4469
563,FJ,2021-07-17,3,47.06%,-91.55%,Fiji,25,28,2021,6,2,14.13%,-85.34%,5082
564,FJ,2021-07-18,3,62.50%,-91.13%,Fiji,26,28,2021,7,2,19.73%,-85.04%,5128
565,FJ,2021-07-19,3,26.32%,-91.70%,Fiji,24,29,2021,1,2,4.11%,-85.59%,4813
566,FJ,2021-07-20,3,30.00%,-90.91%,Fiji,26,29,2021,2,2,3.69%,-85.44%,4860
567,FJ,2021-07-21,2,72.22%,-89.27%,Fiji,31,29,2021,3,2,23.47%,-84.14%,5351
568,FJ,2021-07-22,2,68.42%,-89.04%,Fiji,32,29,2021,4,2,17.12%,-84.91%,5130
569,FJ,2021-07-23,2,45.45%,-89.04%,Fiji,32,29,2021,5,2,15.28%,-84.64%,5152
570,FJ,2021-07-24,3,16.00%,-90.07%,Fiji,29,29,2021,6,2,-6.06%,-85.58%,4774
571,FJ,2021-07-25,3,7.69%,-90.60%,Fiji,28,29,2021,7,2,-7.80%,-86.11%,4728
572,FJ,2021-07-26,3,12.50%,-90.88%,Fiji,27,30,2021,1,2,-7.56%,-86.81%,4449
573,FJ,2021-07-27,3,-3.85%,-91.55%,Fiji,25,30,2021,2,2,-9.42%,-86.77%,4402
574,FJ,2021-07-28,3,-25.81%,-92.20%,Fiji,23,30,2021,3,2,-16.33%,-86.34%,4477
575,FJ,2021-07-29,3,-28.13%,-92.04%,Fiji,23,30,2021,4,2,-5.69%,-84.79%,4838
576,FJ,2021-07-30,3,-37.50%,-93.13%,Fiji,20,30,2021,5,2,-13.96%,-86.12%,4433
577,FJ,2021-07-31,3,-31.03%,-93.13%,Fiji,20,30,2021,6,2,-6.58%,-85.95%,4460
578,FJ,2021-08-01,3,-28.57%,-93.06%,Fiji,20,30,2021,7,2,-5.67%,-85.75%,4460
579,FJ,2021-08-02,3,-29.63%,-93.52%,Fiji,19,31,2021,1,2,-0.18%,-86.19%,4441
580,FJ,2021-08-03,3,-24.00%,-93.58%,Fiji,19,31,2021,2,2,-0.14%,-86.37%,4396
581,FJ,2021-08-04,3,-30.43%,-94.52%,Fiji,16,31,2021,3,2,-14.45%,-87.92%,3830
582,FJ,2021-08-05,3,-30.43%,-94.50%,Fiji,16,31,2021,4,2,-24.04%,-88.30%,3675
583,FJ,2021-08-06,3,-10.00%,-93.79%,Fiji,18,31,2021,5,2,-16.40%,-88.12%,3706
584,FJ,2021-08-07,3,-10.00%,-93.73%,Fiji,18,31,2021,6,2,-16.91%,-88.17%,3706
585,FJ,2021-08-08,3,0.00%,-92.96%,Fiji,20,31,2021,7,2,-9.22%,-86.99%,4049
586,FJ,2021-08-09,3,26.32%,-91.34%,Fiji,24,32,2021,1,2,9.19%,-84.12%,4849
587,FJ,2021-08-10,3,21.05%,-91.64%,Fiji,23,32,2021,2,2,4.09%,-85.02%,4576
588,FJ,2021-08-11,3,62.50%,-90.65%,Fiji,26,32,2021,3,2,36.53%,-83.16%,5229
589,FJ,2021-08-12,3,56.25%,-91.07%,Fiji,25,32,2021,4,2,41.03%,-83.36%,5183
590,FJ,2021-08-13,3,44.44%,-90.68%,Fiji,26,32,2021,5,2,45.36%,-82.87%,5387
591,FJ,2021-08-14,3,38.89%,-91.07%,Fiji,25,32,2021,6,2,31.65%,-84.52%,4879
592,FJ,2021-08-15,3,25.00%,-91.17%,Fiji,25,32,2021,7,2,17.46%,-84.75%,4756
593,FJ,2021-08-16,3,-4.17%,-91.90%,Fiji,23,33,2021,1,2,-11.24%,-85.99%,4304
594,FJ,2021-08-17,3,0.00%,-91.90%,Fiji,23,33,2021,2,2,-5.94%,-86.11%,4304
595,FJ,2021-08-18,3,-23.08%,-92.81%,Fiji,20,33,2021,3,2,-30.18%,-87.93%,3651
596,FJ,2021-08-19,3,-12.00%,-92.00%,Fiji,22,33,2021,4,2,-23.13%,-86.75%,3984
597,FJ,2021-08-20,3,-23.08%,-92.65%,Fiji,20,33,2021,5,2,-28.38%,-86.93%,3858
598,FJ,2021-08-21,3,-12.00%,-91.79%,Fiji,22,33,2021,6,2,-9.47%,-84.92%,4417
599,FJ,2021-08-22,3,-16.00%,-91.98%,Fiji,21,33,2021,7,2,-17.98%,-86.56%,3901
600,FJ,2021-08-23,3,0.00%,-91.05%,Fiji,23,34,2021,1,2,3.62%,-84.47%,4460
601,FJ,2021-08-24,3,0.00%,-90.91%,Fiji,23,34,2021,2,2,3.62%,-84.23%,4460
602,FJ,2021-08-25,3,20.00%,-90.55%,Fiji,24,34,2021,3,2,31.31%,-83.15%,4794
603,FJ,2021-08-26,3,-4.55%,-91.76%,Fiji,21,34,2021,4,2,10.82%,-84.55%,4415
604,FJ,2021-08-27,3,10.00%,-91.34%,Fiji,22,34,2021,5,2,13.30%,-84.66%,4371
605,FJ,2021-08-28,3,0.00%,-91.41%,Fiji,22,34,2021,6,2,-5.57%,-85.29%,4171
606,FJ,2021-08-29,3,4.76%,-91.47%,Fiji,22,34,2021,7,2,15.69%,-84.02%,4513
607,FJ,2021-08-30,3,-13.04%,-92.34%,Fiji,20,35,2021,1,2,-11.95%,-86.20%,3927
608,FJ,2021-08-31,3,-8.70%,-91.86%,Fiji,21,35,2021,2,2,-11.52%,-85.90%,3946
609,FJ,2021-09-01,3,-8.33%,-91.44%,Fiji,22,35,2021,3,2,-23.43%,-86.95%,3671
610,FJ,2021-09-02,3,14.29%,-90.51%,Fiji,24,35,2021,4,2,-8.86%,-85.72%,4024
611,FJ,2021-09-03,3,9.09%,-90.63%,Fiji,24,35,2021,5,2,-11.07%,-86.41%,3887
612,FJ,2021-09-04,3,9.09%,-90.63%,Fiji,24,35,2021,6,2,-1.37%,-85.64%,4114
613,FJ,2021-09-05,3,13.64%,-90.31%,Fiji,25,35,2021,7,2,-14.20%,-86.74%,3872
614,FJ,2021-09-06,3,30.00%,-90.04%,Fiji,26,36,2021,1,2,13.04%,-84.93%,4439
615,FJ,2021-09-07,3,33.33%,-89.55%,Fiji,28,36,2021,2,2,21.26%,-84.24%,4785
616,FJ,2021-09-08,3,40.91%,-88.30%,Fiji,31,36,2021,3,2,32.80%,-83.80%,4875
617,FJ,2021-09-09,3,41.67%,-87.22%,Fiji,34,36,2021,4,2,19.61%,-83.95%,4813
618,FJ,2021-09-10,3,45.83%,-86.94%,Fiji,35,36,2021,5,2,41.93%,-81.42%,5517
619,FJ,2021-09-11,3,41.67%,-87.31%,Fiji,34,36,2021,6,2,25.98%,-82.62%,5183
620,FJ,2021-09-12,3,40.00%,-86.99%,Fiji,35,36,2021,7,2,45.56%,-80.97%,5636
621,FJ,2021-09-13,3,38.46%,-86.36%,Fiji,36,37,2021,1,2,14.58%,-82.54%,5086
622,FJ,2021-09-14,3,25.00%,-86.38%,Fiji,35,37,2021,2,2,6.27%,-82.07%,5085
623,FJ,2021-09-15,3,0.00%,-88.03%,Fiji,31,37,2021,3,2,2.63%,-82.59%,5003
624,FJ,2021-09-16,3,-23.53%,-89.92%,Fiji,26,37,2021,4,2,-0.83%,-83.07%,4773
625,FJ,2021-09-17,3,-31.43%,-90.63%,Fiji,24,37,2021,5,2,-23.62%,-85.07%,4214
626,FJ,2021-09-18,3,-23.53%,-89.76%,Fiji,26,37,2021,6,2,-16.92%,-84.62%,4306
627,FJ,2021-09-19,3,-28.57%,-90.20%,Fiji,25,37,2021,7,2,-27.48%,-85.73%,4087
628,FJ,2021-09-20,3,-27.78%,-89.72%,Fiji,26,38,2021,1,2,-16.42%,-85.17%,4251
629,FJ,2021-09-21,3,-17.14%,-88.89%,Fiji,29,38,2021,2,2,-15.63%,-85.66%,4290
630,FJ,2021-09-22,2,9.68%,-87.02%,Fiji,34,38,2021,3,2,-12.77%,-85.37%,4364
631,FJ,2021-09-23,2,57.69%,-84.41%,Fiji,41,38,2021,4,2,1.01%,-84.36%,4821
632,FJ,2021-09-24,2,91.67%,-82.10%,Fiji,46,38,2021,5,2,24.92%,-82.85%,5264
633,FJ,2021-09-25,2,84.62%,-81.54%,Fiji,48,38,2021,6,2,28.56%,-82.14%,5536
634,FJ,2021-09-26,2,96.00%,-81.15%,Fiji,49,38,2021,7,2,30.85%,-82.63%,5348
635,FJ,2021-09-27,2,88.46%,-81.65%,Fiji,49,39,2021,1,2,16.75%,-84.15%,4963
636,FJ,2021-09-28,2,79.31%,-80.38%,Fiji,52,39,2021,2,2,15.76%,-84.16%,4966
637,FJ,2021-09-29,2,44.12%,-81.58%,Fiji,49,39,2021,3,2,6.37%,-85.31%,4642
638,FJ,2021-09-30,2,14.63%,-82.06%,Fiji,47,39,2021,4,2,-10.25%,-86.08%,4327
639,FJ,2021-10-01,2,-2.17%,-81.85%,Fiji,45,39,2021,5,2,-24.11%,-86.86%,3995
640,FJ,2021-10-02,2,-8.33%,-82.04%,Fiji,44,39,2021,6,2,-31.92%,-87.51%,3769
641,FJ,2021-10-03,2,-10.20%,-82.04%,Fiji,44,39,2021,7,2,-29.53%,-87.48%,3769
642,FJ,2021-10-04,2,-6.12%,-81.22%,Fiji,46,40,2021,1,2,-5.62%,-84.50%,4684
643,FJ,2021-10-05,2,-19.23%,-82.43%,Fiji,42,40,2021,2,2,-9.42%,-84.72%,4498
644,FJ,2021-10-06,2,-10.20%,-81.82%,Fiji,44,40,2021,3,2,7.60%,-83.08%,4995
645,FJ,2021-10-07,2,-4.26%,-81.78%,Fiji,45,40,2021,4,2,19.67%,-82.48%,5178
646,FJ,2021-10-08,2,-2.22%,-83.52%,Fiji,44,40,2021,5,2,21.25%,-84.20%,4844
647,FJ,2021-10-09,2,4.55%,-82.96%,Fiji,46,40,2021,6,2,44.63%,-82.15%,5451
648,FJ,2021-10-10,2,11.36%,-81.78%,Fiji,49,40,2021,7,2,53.65%,-81.00%,5791
649,FJ,2021-10-11,2,2.17%,-82.85%,Fiji,47,41,2021,1,2,11.36%,-83.31%,5216
650,FJ,2021-10-12,2,14.29%,-82.80%,Fiji,48,41,2021,2,2,15.50%,-83.15%,5195
651,FJ,2021-10-13,2,18.18%,-81.23%,Fiji,52,41,2021,3,2,5.65%,-82.66%,5277
652,FJ,2021-10-14,2,35.56%,-78.14%,Fiji,61,41,2021,4,2,7.57%,-81.91%,5570
653,FJ,2021-10-15,2,47.73%,-76.62%,Fiji,65,41,2021,5,2,24.40%,-80.04%,6026
654,FJ,2021-10-16,2,47.83%,-75.27%,Fiji,68,41,2021,6,2,11.59%,-79.89%,6083
655,FJ,2021-10-17,2,44.90%,-74.28%,Fiji,71,41,2021,7,2,1.45%,-80.62%,5875
656,FJ,2021-10-18,2,65.96%,-69.88%,Fiji,78,42,2021,1,2,21.99%,-77.72%,6363
657,FJ,2021-10-19,2,66.67%,-68.87%,Fiji,80,42,2021,2,2,29.74%,-76.44%,6740
658,FJ,2021-10-20,2,48.08%,-70.16%,Fiji,77,42,2021,3,2,20.22%,-77.71%,6344
659,FJ,2021-10-21,2,18.03%,-71.54%,Fiji,72,42,2021,4,2,12.06%,-77.44%,6242
660,FJ,2021-10-22,2,16.92%,-69.48%,Fiji,76,42,2021,5,2,8.85%,-75.86%,6559
661,FJ,2021-10-23,2,11.76%,-69.48%,Fiji,76,42,2021,6,2,10.90%,-75.39%,6746
662,FJ,2021-10-24,2,4.23%,-69.92%,Fiji,74,42,2021,7,2,13.87%,-75.01%,6690
663,FJ,2021-10-25,2,-7.69%,-71.88%,Fiji,72,43,2021,1,2,3.55%,-75.85%,6589
664,FJ,2021-10-26,2,-7.50%,-70.98%,Fiji,74,43,2021,2,2,-1.34%,-75.33%,6650
665,FJ,2021-10-27,2,2.60%,-68.40%,Fiji,79,43,2021,3,2,11.68%,-73.42%,7085
666,FJ,2021-10-28,2,12.50%,-67.98%,Fiji,81,43,2021,4,2,18.07%,-72.53%,7370
667,FJ,2021-10-29,2,9.21%,-67.58%,Fiji,83,43,2021,5,2,10.78%,-73.25%,7266
668,FJ,2021-10-30,2,7.89%,-68.09%,Fiji,82,43,2021,6,2,-1.99%,-75.67%,6612
669,FJ,2021-10-31,2,12.16%,-67.70%,Fiji,83,43,2021,7,2,5.17%,-74.10%,7036
670,FJ,2021-11-01,2,15.28%,-67.32%,Fiji,83,44,2021,1,2,11.73%,-72.31%,7362
671,FJ,2021-11-02,2,9.46%,-67.86%,Fiji,81,44,2021,2,2,9.19%,-72.50%,7261
672,FJ,2021-11-03,2,-3.80%,-69.84%,Fiji,76,44,2021,3,2,-4.04%,-74.09%,6799
673,FJ,2021-11-04,2,-9.88%,-71.03%,Fiji,73,44,2021,4,2,-10.83%,-74.64%,6572
674,FJ,2021-11-05,2,-20.48%,-73.49%,Fiji,66,44,2021,5,2,-14.64%,-75.53%,6202
675,FJ,2021-11-06,2,-19.51%,-73.28%,Fiji,66,44,2021,6,2,-2.51%,-73.85%,6446
676,FJ,2021-11-07,2,-21.69%,-73.47%,Fiji,65,44,2021,7,2,-13.52%,-75.17%,6085
677,FJ,2021-11-08,2,-24.10%,-74.49%,Fiji,63,45,2021,1,2,-21.07%,-76.95%,5811
678,FJ,2021-11-09,2,-23.46%,-74.90%,Fiji,62,45,2021,2,2,-23.11%,-77.88%,5583
679,FJ,2021-11-10,2,-15.79%,-74.40%,Fiji,64,45,2021,3,2,-9.81%,-76.30%,6132
680,FJ,2021-11-11,2,-13.70%,-74.07%,Fiji,63,45,2021,4,2,-13.39%,-77.45%,5692
681,FJ,2021-11-12,2,-3.03%,-73.88%,Fiji,64,45,2021,5,2,-4.85%,-77.33%,5901
682,FJ,2021-11-13,2,-1.52%,-73.58%,Fiji,65,45,2021,6,2,-10.70%,-77.73%,5756
683,FJ,2021-11-14,2,7.69%,-71.66%,Fiji,70,45,2021,7,2,4.73%,-75.06%,6373
684,FJ,2021-11-15,2,20.63%,-69.84%,Fiji,76,46,2021,1,2,14.23%,-74.12%,6638
685,FJ,2021-11-16,2,33.87%,-68.32%,Fiji,83,46,2021,2,2,30.31%,-72.45%,7275
686,FJ,2021-11-17,2,37.50%,-67.29%,Fiji,88,46,2021,3,2,23.48%,-71.64%,7572
687,FJ,2021-11-18,2,47.62%,-67.60%,Fiji,93,46,2021,4,2,42.60%,-70.99%,8117
688,FJ,2021-11-19,2,57.81%,-66.22%,Fiji,101,46,2021,5,2,44.25%,-70.03%,8512
689,FJ,2021-11-20,2,64.62%,-65.26%,Fiji,107,46,2021,6,2,59.36%,-68.74%,9173
690,FJ,2021-11-21,2,57.14%,-65.41%,Fiji,110,46,2021,7,2,46.81%,-68.90%,9356
691,FJ,2021-11-22,2,50.00%,-64.60%,Fiji,114,47,2021,1,2,43.96%,-69.19%,9556
692,FJ,2021-11-23,2,37.35%,-64.38%,Fiji,114,47,2021,2,2,30.12%,-68.70%,9466
693,FJ,2021-11-24,2,29.55%,-64.49%,Fiji,114,47,2021,3,2,22.02%,-69.48%,9239
694,FJ,2021-11-25,2,22.58%,-64.26%,Fiji,114,47,2021,4,2,16.02%,-68.83%,9417
695,FJ,2021-11-26,2,15.84%,-62.97%,Fiji,117,47,2021,5,2,8.98%,-69.12%,9276
696,FJ,2021-11-27,2,6.54%,-63.69%,Fiji,114,47,2021,6,2,-5.15%,-70.58%,8701
697,FJ,2021-11-28,2,4.55%,-63.61%,Fiji,115,47,2021,7,2,-6.32%,-70.70%,8765
698,FJ,2021-11-29,2,0.88%,-63.84%,Fiji,115,48,2021,1,2,-7.88%,-69.81%,8803
699,FJ,2021-11-30,2,3.51%,-63.01%,Fiji,118,48,2021,2,2,-1.98%,-68.47%,9279
700,FJ,2021-12-01,2,8.77%,-61.49%,Fiji,124,48,2021,3,2,6.17%,-66.48%,9809
701,FJ,2021-12-02,2,14.04%,-60.73%,Fiji,130,48,2021,4,2,6.19%,-66.76%,10000
702,FJ,2021-12-03,2,16.24%,-59.76%,Fiji,136,48,2021,5,2,18.87%,-63.46%,11026
703,FJ,2021-12-04,2,25.44%,-58.79%,Fiji,143,48,2021,6,2,36.03%,-61.62%,11836
704,FJ,2021-12-05,2,28.70%,-57.83%,Fiji,148,48,2021,7,2,45.98%,-58.56%,12795
705,FJ,2021-12-06,2,33.04%,-56.53%,Fiji,153,49,2021,1,2,52.50%,-56.77%,13425
706,FJ,2021-12-07,2,37.29%,-54.62%,Fiji,162,49,2021,2,2,54.45%,-54.52%,14331
707,FJ,2021-12-08,2,31.45%,-54.60%,Fiji,163,49,2021,3,2,52.55%,-52.48%,14964
708,FJ,2021-12-09,2,31.54%,-52.23%,Fiji,171,49,2021,4,2,53.52%,-51.53%,15352
709,FJ,2021-12-10,2,25.74%,-52.10%,Fiji,171,49,2021,5,2,40.08%,-51.61%,15445
710,FJ,2021-12-11,2,19.58%,-51.83%,Fiji,171,49,2021,6,2,30.25%,-52.08%,15416
711,FJ,2021-12-12,2,20.27%,-49.14%,Fiji,178,49,2021,7,2,24.48%,-50.38%,15927
712,FJ,2021-12-13,2,18.30%,-48.29%,Fiji,181,50,2021,1,2,18.83%,-50.04%,15953
713,FJ,2021-12-14,2,11.11%,-49.72%,Fiji,180,50,2021,2,2,7.47%,-53.26%,15401
714,FJ,2021-12-15,2,14.11%,-46.40%,Fiji,186,50,2021,3,2,5.62%,-51.78%,15805
715,FJ,2021-12-16,2,6.43%,-48.00%,Fiji,182,50,2021,4,2,2.63%,-52.22%,15756
716,FJ,2021-12-17,2,11.11%,-46.48%,Fiji,190,50,2021,5,2,5.38%,-51.89%,16276
717,FJ,2021-12-18,2,18.13%,-43.89%,Fiji,202,50,2021,6,2,16.42%,-47.70%,17947
718,FJ,2021-12-19,2,12.92%,-45.68%,Fiji,201,50,2021,7,2,12.66%,-48.24%,17943
719,FJ,2021-12-20,2,11.60%,-46.70%,Fiji,202,51,2021,1,2,16.28%,-47.57%,18550
720,FJ,2021-12-21,2,16.67%,-44.15%,Fiji,210,51,2021,2,2,22.41%,-47.37%,18852
721,FJ,2021-12-22,2,16.13%,-44.33%,Fiji,216,51,2021,3,2,21.42%,-47.19%,19191
722,FJ,2021-12-23,2,22.53%,-42.82%,Fiji,223,51,2021,4,2,25.50%,-46.03%,19773
723,FJ,2021-12-24,2,16.84%,-42.78%,Fiji,222,51,2021,5,2,23.73%,-43.93%,20138
724,FJ,2021-12-25,2,7.92%,-42.18%,Fiji,218,51,2021,6,2,5.93%,-45.35%,19012
725,FJ,2021-12-26,2,10.45%,-36.93%,Fiji,222,51,2021,7,2,9.37%,-41.28%,19625
726,FJ,2021-12-27,2,11.39%,-24.50%,Fiji,225,52,2021,1,2,7.45%,-30.94%,19932
727,FJ,2021-12-28,2,3.81%,-19.26%,Fiji,218,52,2021,2,2,7.64%,-21.39%,20292
728,FJ,2021-12-29,2,0.00%,-18.80%,Fiji,216,52,2021,3,2,5.43%,-22.86%,20234
729,FJ,2021-12-30,2,-7.62%,-22.56%,Fiji,206,52,2021,4,2,-2.55%,-26.38%,19269
730,FJ,2021-12-31,2,-7.66%,-23.51%,Fiji,205,52,2021,5,2,-6.43%,-27.45%,18843
731,FJ,2022-01-01,2,-5.50%,-28.22%,Fiji,206,52,2021,6,2,0.08%,-41.27%,19028
