ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,aibika,amaranthus_aupa,banana_cooking,banana_ripe,cabbage_english,capsicum,carrot,cassava,choko_tips,cucumber,fern,ginger,lemon,onion_bulb,orange,pakchoi,pawpaw,peanut,pineapple,potato,pumpkin_tips,taro_true,tomato,watermelons,o_imp_aibika,h_imp_aibika,l_imp_aibika,c_imp_aibika,o_imp_amaranthus_aupa,h_imp_amaranthus_aupa,l_imp_amaranthus_aupa,c_imp_amaranthus_aupa,o_imp_banana_cooking,h_imp_banana_cooking,l_imp_banana_cooking,c_imp_banana_cooking,o_imp_banana_ripe,h_imp_banana_ripe,l_imp_banana_ripe,c_imp_banana_ripe,o_imp_cabbage_english,h_imp_cabbage_english,l_imp_cabbage_english,c_imp_cabbage_english,o_imp_capsicum,h_imp_capsicum,l_imp_capsicum,c_imp_capsicum,o_imp_carrot,h_imp_carrot,l_imp_carrot,c_imp_carrot,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_choko_tips,h_imp_choko_tips,l_imp_choko_tips,c_imp_choko_tips,o_imp_cucumber,h_imp_cucumber,l_imp_cucumber,c_imp_cucumber,o_imp_fern,h_imp_fern,l_imp_fern,c_imp_fern,o_imp_ginger,h_imp_ginger,l_imp_ginger,c_imp_ginger,o_imp_lemon,h_imp_lemon,l_imp_lemon,c_imp_lemon,o_imp_onion_bulb,h_imp_onion_bulb,l_imp_onion_bulb,c_imp_onion_bulb,o_imp_orange,h_imp_orange,l_imp_orange,c_imp_orange,o_imp_pakchoi,h_imp_pakchoi,l_imp_pakchoi,c_imp_pakchoi,o_imp_pawpaw,h_imp_pawpaw,l_imp_pawpaw,c_imp_pawpaw,o_imp_peanut,h_imp_peanut,l_imp_peanut,c_imp_peanut,o_imp_pineapple,h_imp_pineapple,l_imp_pineapple,c_imp_pineapple,o_imp_potato,h_imp_potato,l_imp_potato,c_imp_potato,o_imp_pumpkin_tips,h_imp_pumpkin_tips,l_imp_pumpkin_tips,c_imp_pumpkin_tips,o_imp_taro_true,h_imp_taro_true,l_imp_taro_true,c_imp_taro_true,o_imp_tomato,h_imp_tomato,l_imp_tomato,c_imp_tomato,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/07/2022,2022,7,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3.49,2.94,3.15,2.6,2.95,2.25,2.64,2.93,3.09,2.78,2.87,1.65,2.16,1.46,2.16,1.65,1.89,1.41,1.47,6.31,7.44,5.17,6.32,2.87,3.4,2.52,3.4,0.73,0.75,0.7,0.72,1.4,1.79,1.32,1.79,2.61,2.78,2.43,2.43,1.99,2.27,1.81,2.27,5.4,6.42,4.73,6.42,3.91,4.44,3.39,4.43,5.72,6.36,5.09,6.11,4,4.81,3.19,3.4,2.71,3.56,2.37,3.56,3.31,3.5,3.11,3.43,8.02,8.9,7.14,8.65,3.31,4.52,2.69,4.52,1.19,1.4,0.99,1.04,2.47,2.76,2.18,2.52,4.12,4.77,3.53,4.77,3.94,4.48,3.39,3.64,4.53,4.79,3.28,3.28,1.03,1.1,0.97,1.1
PNG,Papua New Guinea,Kundiawa,Kundiawa,Kundiawa,-6.0215373,144.9641275,gid_-602151449641,01/08/2022,2022,8,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,3.17,3.49,2.85,3.09,2.51,2.9,2.12,2.53,2.86,3.05,2.67,2.8,2.01,2.34,1.67,2.06,1.47,1.69,1.25,1.53,6.54,7.73,5.36,6.43,3.26,3.64,2.89,3.19,0.71,0.74,0.68,0.71,1.44,1.65,1.23,1.31,2.47,2.65,2.29,2.46,2.15,2.26,2.04,2.08,5.91,6.75,5.31,6.75,5.2,5.76,4.64,4.84,6.14,6.94,5.33,5.92,3.75,4.5,3,4.19,3.1,3.37,2.8,2.8,3.42,3.76,3.09,3.41,7.99,8.56,7.42,7.78,4.55,4.7,4.02,4.02,1.01,1.2,0.84,1.2,2.57,2.88,2.25,2.39,4.73,5.33,4.13,4.73,3.81,4.39,3.23,3.28,3.58,4.05,3.16,4.05,1.07,1.13,1,1.09
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/01/2017,2017,1,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.52,4.51,2.81,3.66,2.27,2.59,1.97,2.3,4.49,5.36,3.61,4.49,2.85,3.27,2.42,2.85,1.27,1.53,1.08,1.31,2.52,2.92,2.25,2.58,4.29,5.07,3.68,4.37,1.49,1.8,1.17,1.5,1.77,2.1,1.52,1.81,2.35,2.58,2.1,2.35,2,2.08,1.85,2,8.24,9.54,7.21,8.36,6.5,7.52,5.42,6.5,6.43,7.13,5.82,6.46,4.15,4.44,3.76,4.17,3.81,4.77,3.11,3.95,1.96,2.36,1.63,2,9.75,11.13,8.33,9.76,2.63,3.02,2.21,2.63,1.43,1.7,1.16,1.43,0.89,1.1,0.76,0.92,4.25,5.03,3.45,4.25,2.16,2.63,1.82,2.23,3.2,3.72,2.67,3.2,1.1,1.17,1.04,1.1
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/02/2017,2017,2,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.69,2.92,4.05,2.31,2.63,2,2.3,4.49,5.36,3.61,4.51,2.84,3.27,2.42,2.85,1.34,1.57,1.1,1.35,2.65,2.99,2.3,2.7,4.46,5.17,3.75,4.83,1.49,1.8,1.18,1.57,1.84,2.14,1.55,1.81,2.34,2.58,2.1,2.26,1.97,2.11,1.85,2.11,8.5,9.7,7.32,9.7,6.48,7.53,5.43,6.93,6.51,7.17,5.85,6.59,4.12,4.47,3.78,4.47,4.09,4.94,3.23,4.15,2.04,2.41,1.66,2.05,9.74,11.14,8.34,10.44,2.62,3.02,2.21,2.75,1.43,1.7,1.16,1.36,0.96,1.13,0.79,1.02,4.24,5.04,3.45,4.39,2.3,2.72,1.88,2.33,3.2,3.72,2.68,3.18,1.11,1.17,1.04,1.17
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/03/2017,2017,3,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,4.05,5.11,2.99,3.86,2.34,2.68,2,2.55,4.51,5.47,3.55,4.51,2.85,3.31,2.39,2.8,1.38,1.64,1.12,1.35,2.75,3.14,2.35,2.81,4.67,5.5,3.85,5,1.55,1.9,1.2,1.57,1.86,2.18,1.54,1.83,2.28,2.53,2.03,2.26,2.21,2.35,2.07,2.19,9.07,10.37,7.73,7.73,6.72,7.91,5.52,6.82,6.56,7.29,5.83,6.07,4.85,5.22,3.91,3.91,4.26,5.24,3.28,4.17,2.08,2.5,1.66,2.04,10.14,11.72,8.55,10.43,2.72,3.18,2.27,2.84,1.36,1.64,1.09,1.4,1.03,1.23,0.82,0.99,4.36,5.25,3.47,3.79,2.4,2.88,1.93,2.36,3.17,3.74,2.61,3.16,1.16,1.23,1.09,1.12
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/04/2017,2017,4,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,4.12,5.18,3.05,3.66,2.44,2.82,2.06,2.46,4.51,5.52,3.5,4.63,2.81,3.29,2.33,2.86,1.39,1.66,1.11,1.4,2.84,3.27,2.42,2.75,4.86,5.76,3.97,4.58,1.57,1.94,1.19,1.61,1.88,2.23,1.54,1.89,2.28,2.55,2.02,2.33,2.16,2.27,2.04,2.11,8.6,9.62,7.59,8.77,6.78,8.03,5.53,6.92,6.23,6.89,5.56,6.18,3.77,4.25,3.44,4.25,4.35,5.39,3.31,4.23,2.08,2.52,1.64,2,10.28,11.96,8.6,10.55,2.82,3.31,2.33,2.98,1.4,1.7,1.1,1.38,1.01,1.22,0.8,0.96,3.89,4.65,3.12,4.31,2.43,2.94,1.93,2.31,3.17,3.76,2.58,3.28,1.12,1.19,1.05,1.15
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/05/2017,2017,5,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,4.07,5.09,3.05,3.58,2.41,2.8,2.02,2.33,4.63,5.7,3.56,4.21,2.85,3.36,2.35,2.84,1.44,1.74,1.14,1.41,2.86,3.29,2.43,2.99,4.82,5.67,3.97,4.65,1.6,1.99,1.2,1.53,1.92,2.29,1.56,1.8,2.33,2.62,2.05,2.62,2.17,2.26,2.01,2.01,8.55,9.84,7.26,7.94,6.86,8.17,5.54,6.19,6.38,7.1,5.66,6.48,4.51,4.87,3.45,3.45,4.44,5.53,3.35,4.01,2.08,2.52,1.63,1.94,10.42,12.19,8.66,9.24,2.95,3.47,2.42,2.9,1.38,1.69,1.08,1.46,1.04,1.25,0.83,0.92,4.23,5.12,3.34,3.7,2.4,2.91,1.89,2.56,3.27,3.9,2.64,3.22,1.15,1.22,1.07,1.09
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/06/2017,2017,6,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.91,4.9,2.91,3.82,2.45,2.83,2.07,2.63,4.2,5.18,3.23,4.52,2.84,3.35,2.33,2.79,1.44,1.75,1.14,1.22,3,3.48,2.53,2.77,4.85,5.73,3.96,4.87,1.54,1.93,1.16,1.61,1.9,2.25,1.55,1.82,2.51,2.79,2.24,2.38,1.97,2.06,1.87,2.02,8.46,9.67,7.25,8.05,6.46,7.58,5.33,6.93,6.51,7.28,5.73,6.42,3.34,4.08,3.05,4.08,4.35,5.38,3.32,3.99,2.04,2.48,1.6,1.9,9.66,11.15,8.17,10.53,2.91,3.44,2.38,3.06,1.46,1.79,1.13,1.41,1.01,1.2,0.82,1.01,3.78,4.55,3.02,4.25,2.63,3.2,2.06,2.36,3.19,3.83,2.56,3.42,1.1,1.17,1.03,1.14
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/07/2017,2017,7,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.97,5.07,2.87,3.27,2.5,2.93,2.08,2.55,4.53,5.58,3.47,4.57,2.8,3.31,2.29,3.11,1.32,1.57,1.07,1.19,2.94,3.37,2.5,2.61,4.94,5.89,3.99,4.51,1.59,2,1.18,1.61,1.91,2.26,1.55,1.81,2.36,2.62,2.09,2.22,2.05,2.15,1.97,2.15,8.28,9.56,7.01,8.33,6.69,7.95,5.42,7.26,6.45,7.24,5.67,6.27,4.3,4.64,3.96,4.24,4.32,5.35,3.29,3.77,2.01,2.44,1.58,2.14,10.17,11.86,8.47,10.88,3.03,3.59,2.47,3.3,1.42,1.75,1.1,1.29,1.08,1.3,0.86,1.06,4.16,5.03,3.28,4.49,2.44,2.96,1.92,2.04,3.41,4.08,2.73,3.81,1.14,1.21,1.06,1.15
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/08/2017,2017,8,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.66,4.57,2.76,3.43,2.51,2.93,2.09,2.72,4.57,5.66,3.49,4.59,3.05,3.59,2.51,3,1.29,1.53,1.04,1.13,2.83,3.22,2.44,2.57,4.85,5.71,3.98,5.43,1.6,2.01,1.19,1.66,1.9,2.26,1.54,1.83,2.25,2.5,2,2.35,2.13,2.21,2.05,2.11,8.4,9.77,7.03,8.76,6.99,8.35,5.63,8,6.41,7.18,5.63,6.43,4.19,4.54,3.83,4.51,4.16,5.12,3.21,3.77,2.18,2.66,1.69,1.98,10.53,12.31,8.75,11.67,3.25,3.85,2.65,3.38,1.29,1.58,0.99,1.33,1.07,1.3,0.84,1.12,4.4,5.35,3.46,4.82,2.18,2.6,1.75,1.94,3.64,4.36,2.92,3.99,1.14,1.22,1.07,1.2
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/09/2017,2017,9,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.67,2.73,3.49,2.61,3.05,2.17,2.43,4.6,5.7,3.49,4.73,2.97,3.5,2.44,3.03,1.2,1.43,0.98,1.1,2.76,3.14,2.39,2.43,5.08,6.08,4.08,4.56,1.65,2.07,1.22,1.71,1.91,2.27,1.54,1.89,2.33,2.6,2.06,2.41,2.16,2.23,2.05,2.05,8.69,10.15,7.23,8.14,7.5,8.93,6.07,8.4,6.52,7.32,5.72,6.37,4.76,5.14,4.38,5.08,4.12,5.07,3.16,3.78,2.03,2.48,1.59,2.06,11.12,12.98,9.26,11.82,3.36,3.98,2.74,3.32,1.33,1.64,1.03,1.28,1.15,1.4,0.9,1.11,4.72,5.74,3.69,4.55,2.06,2.46,1.65,1.68,3.79,4.54,3.04,4.08,1.19,1.27,1.11,1.19
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/10/2017,2017,10,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4.6,2.6,3.2,2.5,2.89,2.11,2.17,4.73,5.87,3.59,4.67,3,3.55,2.46,2.93,1.18,1.4,0.96,1.09,2.65,2.98,2.32,2.46,4.9,5.74,4.07,4.58,1.69,2.13,1.25,1.65,1.94,2.32,1.56,1.83,2.37,2.66,2.09,2.39,2.01,2.09,1.93,2.06,8.59,9.94,7.24,8.3,7.98,9.49,6.47,7.95,6.46,7.26,5.67,6.58,4.99,5.42,4.5,4.5,4.09,5.05,3.12,3.79,2.15,2.62,1.68,2.05,11.47,13.39,9.54,11.44,3.33,3.94,2.71,3.25,1.28,1.57,0.98,1.32,1.16,1.4,0.91,1.18,4.57,5.57,3.58,4.62,1.79,2.11,1.47,1.81,3.88,4.65,3.1,3.81,1.18,1.27,1.1,1.16
PNG,Papua New Guinea,Lae,Lae,Lae,-6.7137937,146.9867278,gid_-671381469867,01/11/2017,2017,11,PGK,"aibika (1 unit, Index Weight = 1), amaranthus_aupa (1 unit, Index Weight = 1), banana_cooking (1 unit, Index Weight = 1), banana_ripe (1 unit, Index Weight = 1), cabbage_english (1 unit, Index Weight = 1), capsicum (1 unit, Index Weight = 1), carrot (1 unit, Index Weight = 1), cassava (1 unit, Index Weight = 1), choko_tips (1 unit, Index Weight = 1), cucumber (1 unit, Index Weight = 1), fern (1 unit, Index Weight = 1), ginger (1 unit, Index Weight = 1), lemon (1 unit, Index Weight = 1), onion_bulb (1 unit, Index Weight = 1), orange (1 unit, Index Weight = 1), pakchoi (1 unit, Index Weight = 1), pawpaw (1 unit, Index Weight = 1), peanut (1 unit, Index Weight = 1), pineapple (1 unit, Index Weight = 1), potato (1 unit, Index Weight = 1), pumpkin_tips (1 unit, Index Weight = 1), taro_true (1 unit, Index Weight = 1), tomato (1 unit, Index Weight = 1), watermelons (1 unit, Index Weight = 1)",Apr/17,Jul/22,51.8,52.15,0.76,0,2.79,2.13,4.67,2.86,,,,1.49,,,1.95,8.18,7.5,,,3.23,1.88,9.63,3.08,,2.32,3.54,,3.62,3.56,4.47,2.65,2.79,2.48,2.79,2.13,2.13,4.67,5.79,3.54,4.67,2.93,3.46,2.4,2.86,1.15,1.37,0.92,1.02,2.62,2.96,2.28,2.77,4.89,5.74,4.04,4.2,1.66,2.08,1.23,1.49,1.92,2.29,1.56,1.76,2.36,2.65,2.08,2.35,2.05,2.12,1.95,1.95,8.49,9.89,7.09,8.18,7.98,9.46,6.5,7.5,6.62,7.44,5.79,6.36,4.62,5.85,4.24,5.85,4.08,5.04,3.11,3.23,2.11,2.57,1.64,1.88,11.42,13.33,9.5,9.63,3.26,3.87,2.66,3.08,1.31,1.62,1.01,1.29,1.25,2.32,0.98,2.32,4.61,5.64,3.54,3.54,1.89,2.26,1.52,1.98,3.7,4.43,2.96,3.62,1.17,1.25,1.08,1.12
