Day of Date,Destination Country,Destination Iso Country,Destination Region,Passenger,Type,fl_wow_change,fl_yoy_change,Flights Number 7Days,Lastwk Flights Number 7Days,Lastyr Flights Number 7Days,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso3,Flights Number,Lastwk Av Seat Km 7Days,Lastwk Passengers Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Passengers Number 7Days,Lastyr Payload 7Days,Passengers Number,Passengers Number 7Days,Payload,Payload 7Days,pl_wow_change,pl_yoy_change,psg_wow_change,psg_yoy_change
11-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.50%,,27,24,,12.50%,,90674.01217,476231.7431,8/11/21,VUT,5,423317.1049,1680,,,,,350,1890,0,0,,,12.50%,
16-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,28.00%,,32,25,,25.89%,,83225.16624,552008.0634,8/16/21,VUT,5,438472.369,1750,,,,,350,2240,0,0,,,28.00%,
17-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,28.00%,,32,25,,25.89%,,52914.63812,552008.0634,8/17/21,VUT,3,438472.369,1750,,,,,210,2240,0,0,,,28.00%,
19-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,14.29%,,32,28,,12.34%,,90674.01217,552008.0634,8/19/21,VUT,5,491387.0071,1960,,,,,350,2240,0,0,,,14.29%,
24-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.13%,,33,32,,2.75%,,18879.68703,567163.3274,8/24/21,VUT,1,552008.0634,2240,,,,,70,2310,0,0,,,3.13%,
29-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,33,33,,-1.31%,,136139.8044,559714.4815,8/29/21,VUT,8,567163.3274,2310,,,,,560,2310,0,0,,,0.00%,
11-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.82%,,41,44,,-5.63%,,120984.5403,699578.7088,9/11/21,VUT,7,741320.078,3080,,,,,490,2870,0,0,,,-6.82%,
4-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,24.00%,,31,25,,20.92%,,68069.90218,525679.5304,10/4/21,VUT,4,434747.946,1750,,,,,280,2170,0,0,,,24.00%,
6-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,38.46%,,36,26,,35.05%,,90674.01217,612629.1196,10/6/21,VUT,5,453627.6331,1820,,,,,350,2520,0,0,,,38.46%,
24-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-35.00%,550.00%,13,20,2,-26.16%,226.47%,75518.74811,299377.8943,10/24/21,VUT,4,405464.7427,1600,4254,91701.33699,340,4254,280,1110,0,4254,0.00%,0.00%,-30.63%,226.47%
27-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,7.69%,,28,26,,9.88%,,68069.90218,502560.276,11/27/21,VUT,4,457352.056,1820,,,,,280,1960,0,0,,,7.69%,
28-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.00%,,28,25,,13.65%,,90674.01217,502560.276,11/28/21,VUT,5,442196.792,1750,,,,,350,1960,0,0,,,12.00%,
2-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-20.69%,,23,29,,-10.02%,,45850.6685,465828.2268,12/2/21,VUT,1,517715.5401,2030,,,,,170,1810,2127,4254,,,-10.84%,
6-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,7.41%,,29,27,,27.03%,,113535.6944,614426.197,12/6/21,VUT,7,483680.589,1890,,,,,490,2430,0,8508,,,28.57%,
11-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,66.67%,,40,24,,42.98%,,139864.2273,726292.1181,12/11/21,VUT,8,507954.4723,1980,6381,,,,560,2900,0,2127,-66.67%,,46.46%,
12-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,66.67%,,40,24,,30.73%,,90674.01217,699321.1366,12/12/21,VUT,5,534925.4538,2080,8508,,,,350,2800,0,0,-100.00%,,34.62%,
30-Jan-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,100.00%,,4,2,,100.00%,,91701.33699,183402.674,1/30/22,VUT,2,91701.33699,340,4254,,,,340,680,4254,8508,100.00%,,100.00%,
4-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,200.00%,,6,2,,200.00%,,91701.33699,275104.011,2/4/22,VUT,2,91701.33699,340,4254,,,,340,1020,4254,12762,200.00%,,200.00%,
4-Mar-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,1900.00%,20,,1,,674.79%,52914.63812,355247.2028,3/4/22,VUT,3,,,,45850.6685,170,2127,210,1400,0,0,,-100.00%,,723.53%
5-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,2,,,,,37759.37406,37759.37406,4/5/22,VUT,2,,,,,,,140,140,0,0,,,,
1-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,700.00%,,16,2,,650.68%,,22365.825,186269.0339,10/1/22,VUT,2,24813.30295,92,1552,,,,92,736,1552,12416,700.00%,,700.00%,
8-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.25%,,15,16,,-7.97%,,22365.825,171414.9044,10/8/22,VUT,2,186269.0339,736,12416,,,,92,690,1552,11640,-6.25%,,-6.25%,
10-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.67%,,16,15,,5.73%,,22365.825,183821.5559,10/10/22,VUT,2,173862.3824,690,11640,,,,92,736,1552,12416,6.67%,,6.67%,
6-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,4,,,,,22365.825,80623.14497,11/6/22,VUT,2,,,,,,,92,308,1552,4455,,,,
28-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-25.00%,,9,12,,-25.99%,,49190.21515,212685.8773,11/28/22,VUT,3,287375.4063,1116,7157,,,,210,830,0,4254,-40.56%,,-25.63%,
5-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,100.00%,,18,9,,60.21%,,18879.68703,340734.3872,12/5/22,VUT,1,212685.8773,830,4254,,,,70,1360,0,2127,-50.00%,,63.86%,
9-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.00%,,18,15,,21.25%,,64345.47921,344458.8102,12/9/22,VUT,4,284095.3261,1150,2127,,,,280,1360,0,2127,0.00%,,18.26%,
12-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,27.78%,,23,18,,19.98%,,49190.21515,408804.2894,12/12/22,VUT,3,340734.3872,1360,2127,,,,210,1710,0,2127,0.00%,,25.74%,
17-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,55.00%,3000.00%,31,20,1,58.00%,1139.22%,83225.16624,568190.6522,12/17/22,VUT,6,359614.0742,1500,2127,45850.6685,170,2127,420,2370,0,4254,100.00%,100.00%,58.00%,1294.12%
8-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.11%,,32,36,,-9.45%,,56639.06108,652443.1433,1/8/23,VUT,3,720513.0455,2920,8508,,,,210,2640,0,8508,0.00%,,-9.59%,
17-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-15.15%,,28,33,,-10.73%,,91701.33699,599270.933,1/17/23,VUT,2,671322.8303,2710,8508,,,,340,2360,4254,8508,0.00%,,-12.92%,
3-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-15.56%,,38,45,,-5.01%,,120984.5403,746841.5784,2/3/23,VUT,8,786270.7258,3150,,,,,560,3060,0,8508,,,-2.86%,
4-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-15.22%,,39,46,,-3.54%,,136139.8044,769445.6884,2/4/23,VUT,8,797701.5669,3220,,,,,560,3130,0,8508,,,-2.80%,
6-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-9.30%,,39,43,,3.83%,,68069.90218,769445.6884,2/6/23,VUT,4,741062.5058,3010,,,,,280,3130,0,8508,,,3.99%,
8-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-14.29%,,36,42,,-8.12%,,105829.2762,716531.0503,2/8/23,VUT,6,779849.2047,3140,4254,,,,420,2920,0,8508,100.00%,,-7.01%,
11-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-33.33%,,26,39,,-33.07%,,37759.37406,515018.4419,2/11/23,VUT,2,769445.6884,3130,8508,,,,140,2020,0,4254,-50.00%,,-35.46%,
21-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,29.17%,1450.00%,31,24,2,24.63%,485.44%,37759.37406,536852.7993,2/21/23,VUT,2,430765.9509,1680,,91701.33699,340,4254,140,2170,0,0,,-100.00%,29.17%,538.24%
24-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.00%,1400.00%,30,25,2,16.99%,468.91%,117260.1173,521697.5352,2/24/23,VUT,7,445921.2149,1750,,91701.33699,340,4254,490,2100,0,0,,-100.00%,20.00%,517.65%
26-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,187.50%,,23,8,,62.31%,,56639.06108,408161.8409,3/26/23,VUT,3,251472.5762,960,8508,,,,210,1610,0,0,-100.00%,,67.71%,
7-Apr-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-14.29%,,24,28,,-13.85%,,105829.2762,423317.1049,4/7/23,VUT,6,491387.0071,1960,,,,,420,1680,0,0,,,-14.29%,
16-Apr-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,18.52%,,32,27,,18.26%,,75518.74811,563181.3323,4/16/23,VUT,4,476231.7431,1890,,,,,280,2240,0,0,,,18.52%,
2-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,2,,,,,37759.37406,37759.37406,5/2/23,VUT,2,,,,,,,140,140,0,0,,,,
12-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,75.00%,,28,16,,75.67%,,117260.1173,491387.0071,5/12/23,VUT,7,279728.4546,1120,,,,,490,1960,0,0,,,75.00%,
17-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-21.43%,,22,28,,-21.54%,,124708.9633,385557.7309,5/17/23,VUT,7,491387.0071,1960,,,,,490,1540,0,0,,,-21.43%,
23-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,42.86%,,30,21,,51.66%,,37759.37406,556117.3626,5/23/23,VUT,2,366678.0439,1470,,,,,140,2200,0,2127,,,49.66%,
9-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.33%,,29,30,,-3.62%,,117260.1173,502817.8482,6/9/23,VUT,7,521697.5352,2100,,,,,490,2030,0,0,,,-3.33%,
21-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,30,30,,0.00%,,105829.2762,521697.5352,6/21/23,VUT,6,521697.5352,2100,,,,,420,2100,0,0,,,0.00%,
23-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,10.34%,,32,29,,10.52%,,132415.3814,555732.4863,6/23/23,VUT,8,502817.8482,2030,,,,,560,2240,0,0,,,10.34%,
30-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.25%,,30,32,,-6.12%,,117260.1173,521697.5352,6/30/23,VUT,7,555732.4863,2240,,,,,490,2100,0,0,,,-6.25%,
22-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-18.18%,,27,33,,-23.62%,,18879.68703,492465.8464,7/22/23,VUT,1,644788.2396,2584,7623,,,,70,1964,0,3369,-55.80%,,-23.99%,
29-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,40.74%,,38,27,,43.78%,,105829.2762,708054.8796,7/29/23,VUT,6,492465.8464,1964,3369,,,,420,2860,0,4254,26.27%,,45.62%,
4-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-9.09%,,30,33,,-14.81%,,68069.90218,529146.3812,8/4/23,VUT,4,621105.2904,2510,4254,,,,280,2100,0,0,-100.00%,,-16.33%,
6-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-23.68%,,29,38,,-27.93%,,56639.06108,510266.6941,8/6/23,VUT,3,708054.8796,2860,4254,,,,210,2030,0,0,-100.00%,,-29.02%,
8-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.51%,,32,37,,-12.44%,,117260.1173,559456.9093,9/8/23,VUT,7,638957.6526,2590,,,,,490,2240,0,0,,,-13.51%,
9-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.57%,,32,35,,-8.08%,,105829.2762,559456.9093,9/9/23,VUT,6,608647.1244,2450,,,,,420,2240,0,0,,,-8.57%,
22-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,10.34%,,32,29,,24.41%,,94656.00733,611344.2226,9/22/23,VUT,6,491387.0071,2030,,,,,420,2460,0,0,,,21.18%,
23-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,31,31,,13.56%,,117260.1173,592464.5356,9/23/23,VUT,7,521697.5352,2170,,,,,490,2390,0,0,,,10.14%,
24-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,9.68%,,34,31,,24.42%,,113278.1222,649103.5966,9/24/23,VUT,6,521697.5352,2170,,,,,420,2600,0,0,,,19.82%,
8-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.79%,,25,29,,-26.02%,,94398.43514,415868.259,10/8/23,VUT,5,562154.0074,2250,,,,,350,1750,0,0,,,-22.22%,
19-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,300.00%,,4,1,,300.00%,,45850.6685,183402.674,1/19/20,VUT,1,45850.6685,170,2127,,,,170,680,2127,8508,300.00%,,300.00%,
19-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,33.33%,,4,3,,33.33%,,45850.6685,183402.674,3/19/20,VUT,1,137552.0055,510,6381,,,,170,680,2127,8508,33.33%,,33.33%,
14-Apr-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,1,,,,,45850.6685,45850.6685,4/14/20,VUT,1,,,,,,,170,170,2127,2127,,,,
11-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-66.67%,,2,6,,-66.67%,,91701.33699,91701.33699,8/11/20,VUT,2,275104.011,1020,12762,,,,340,340,4254,4254,-66.67%,,-66.67%,
16-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,200.00%,,6,2,,200.00%,,91701.33699,275104.011,8/16/20,VUT,2,91701.33699,340,4254,,,,340,1020,4254,12762,200.00%,,200.00%,
30-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,6,6,,0.00%,,91701.33699,275104.011,8/30/20,VUT,2,275104.011,1020,12762,,,,340,1020,4254,12762,0.00%,,0.00%,
8-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,6,6,,0.00%,,91701.33699,275104.011,9/8/20,VUT,2,275104.011,1020,12762,,,,340,1020,4254,12762,0.00%,,0.00%,
1-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,50.00%,,6,4,,50.00%,,91701.33699,275104.011,11/1/20,VUT,2,183402.674,680,8508,,,,340,1020,4254,12762,50.00%,,50.00%,
2-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,4,4,,0.00%,,91701.33699,183402.674,12/2/20,VUT,2,183402.674,680,8508,,,,340,680,4254,8508,0.00%,,0.00%,
3-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-22.50%,,31,40,,-20.90%,,90674.01217,544301.6452,1/3/21,VUT,5,688147.8677,2800,,,,,350,2170,0,0,,,-22.50%,
17-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,35,35,,9.30%,,159771.2392,677486.7792,1/17/21,VUT,6,619820.3933,2450,,,,,620,2650,4254,4254,,,8.16%,
22-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,11.43%,,39,35,,18.37%,,71794.32515,738107.8355,1/22/21,VUT,4,623544.8163,2450,,,,,280,2930,0,4254,,,19.59%,
30-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-17.95%,,32,39,,-23.19%,,86949.58921,566905.7552,1/30/21,VUT,5,738107.8355,2930,4254,,,,350,2240,0,0,-100.00%,,-23.55%,
6-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,31.25%,,42,32,,33.46%,,124708.9633,756602.6462,2/6/21,VUT,7,566905.7552,2240,,,,,490,3040,0,2127,,,35.71%,
16-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.89%,,31,36,,-13.53%,,71794.32515,555474.9141,2/16/21,VUT,4,642424.5033,2520,,,,,280,2170,0,0,,,-13.89%,
22-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.23%,1400.00%,30,31,2,-4.74%,477.03%,71794.32515,529146.3812,2/22/21,VUT,4,555474.9141,2170,,91701.33699,340,4254,280,2100,0,0,,-100.00%,-3.23%,517.65%
14-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,33.33%,,32,24,,31.33%,,105829.2762,570630.1782,3/14/21,VUT,6,434490.3738,1680,,,,,420,2240,0,0,,,33.33%,
20-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.33%,,26,30,,-15.36%,,68069.90218,457352.056,3/20/21,VUT,4,540319.6501,2100,,,,,280,1820,0,0,,,-13.33%,
27-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-11.54%,,23,26,,-11.57%,,37759.37406,404437.4179,3/27/21,VUT,2,457352.056,1820,,,,,140,1610,0,0,,,-11.54%,
16-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,400.00%,,20,4,,119.05%,,71794.32515,401740.3198,4/16/21,VUT,4,183402.674,680,8508,,,,280,1600,0,4254,-50.00%,,135.29%,
21-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,38.46%,,18,13,,9.13%,,52914.63812,302332.5646,4/21/21,VUT,4,277031.3565,1110,4254,,,,380,1360,2127,2127,-50.00%,,22.52%,
22-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,31.25%,,21,16,,7.67%,,105829.2762,355247.2028,4/22/21,VUT,6,329945.9946,1320,4254,,,,420,1570,0,2127,-50.00%,,18.94%,
17-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.70%,,28,27,,3.93%,,71794.32515,498835.853,5/17/21,VUT,4,479956.166,1890,,,,,280,1960,0,0,,,3.70%,
27-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.00%,,24,20,,19.16%,,90674.01217,423317.1049,6/27/21,VUT,5,355247.2028,1400,,,,,350,1680,0,0,,,20.00%,
29-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,14.29%,,24,21,,14.29%,,52914.63812,423317.1049,6/29/21,VUT,3,370402.4668,1470,,,,,210,1680,0,0,,,14.29%,
2-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,24,24,,0.00%,,52914.63812,423317.1049,7/2/21,VUT,3,423317.1049,1680,,,,,210,1680,0,0,,,0.00%,
12-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-4.17%,,23,24,,1.91%,,52914.63812,431408.3994,7/12/21,VUT,3,423317.1049,1680,,,,,210,1710,0,2127,,,1.79%,
15-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-4.35%,,22,23,,-9.76%,,18879.68703,389282.1538,7/15/21,VUT,1,431408.3994,1710,2127,,,,70,1540,0,0,-100.00%,,-9.94%,
21-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.85%,,25,26,,-2.48%,,52914.63812,449645.6379,7/21/21,VUT,3,461076.479,1820,,,,,210,1750,0,0,,,-3.85%,
25-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,8.00%,,27,25,,6.74%,,90674.01217,479956.166,7/25/21,VUT,5,449645.6379,1750,,,,,350,1890,0,0,,,8.00%,
6-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-32.35%,,23,34,,-31.66%,,52914.63812,408161.8409,8/6/21,VUT,3,597216.2833,2380,,,,,210,1610,0,0,,,-32.35%,
15-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.00%,,30,25,,18.98%,,105829.2762,521697.5352,8/15/21,VUT,6,438472.369,1750,,,,,420,2100,0,0,,,20.00%,
18-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,11.11%,,30,27,,7.98%,,52914.63812,514248.6893,8/18/21,VUT,3,476231.7431,1890,,,,,210,2100,0,0,,,11.11%,
23-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,9.38%,,35,32,,8.91%,,117260.1173,601198.2785,8/23/21,VUT,7,552008.0634,2240,,,,,490,2450,0,0,,,9.38%,
2-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,48.28%,,43,29,,45.50%,,68069.90218,726164.814,9/2/21,VUT,4,499093.4252,2030,,,,,280,3010,0,0,,,48.28%,
10-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-2.33%,,42,43,,-2.60%,,71794.32515,707285.1269,9/10/21,VUT,4,726164.814,3010,,,,,280,2940,0,0,,,-2.33%,
13-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.33%,,39,45,,-11.04%,,117260.1173,672992.6037,9/13/21,VUT,7,756475.3421,3150,,,,,490,2730,0,0,,,-13.33%,
14-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-2.44%,,40,41,,2.70%,,71794.32515,699321.1366,9/14/21,VUT,4,680956.594,2870,,,,,280,2800,0,0,,,-2.44%,
25-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-21.88%,,25,32,,-20.33%,,83225.16624,488689.909,9/25/21,VUT,5,613398.8722,2440,4254,,,,350,1950,0,4254,0.00%,,-20.08%,
5-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,25.93%,,34,27,,22.63%,,102104.8533,574869.7455,10/5/21,VUT,6,468782.8971,1890,,,,,420,2380,0,0,,,25.93%,
13-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.89%,,31,36,,-3.56%,,68069.90218,590794.7622,10/13/21,VUT,4,612629.1196,2520,,,,,280,2370,0,4254,,,-5.95%,
21-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-64.71%,500.00%,12,34,2,-49.78%,252.52%,37759.37406,323266.9013,10/21/21,VUT,2,643709.4004,2580,4254,91701.33699,340,4254,140,1240,0,8508,100.00%,100.00%,-51.94%,264.71%
28-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,41.67%,,17,12,,-1.87%,,90674.01217,317230.2565,10/28/21,VUT,5,323266.9013,1240,8508,,,,350,1190,0,0,-100.00%,,-4.03%,
7-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,11.54%,,29,26,,7.44%,,90674.01217,491387.0071,11/7/21,VUT,5,457352.056,1820,,,,,350,2130,0,2127,,,17.03%,
13-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,30,30,,6.11%,,113535.6944,537495.2478,11/13/21,VUT,7,506542.2712,2200,2127,,,,490,2200,0,2127,0.00%,,0.00%,
14-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.45%,,33,31,,-10.24%,,37759.37406,582061.0193,12/14/21,VUT,2,648461.1481,2570,8508,,,,140,2310,0,0,-100.00%,,-10.12%,
16-Jan-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,2,,,,,91701.33699,91701.33699,1/16/22,VUT,2,,,,,,,340,340,4254,4254,,,,
29-Jan-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-50.00%,,2,4,,-50.00%,,91701.33699,91701.33699,1/29/22,VUT,2,183402.674,680,8508,,,,340,340,4254,4254,-50.00%,,-50.00%,
27-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,100.00%,2,,1,,-17.65%,37759.37406,37759.37406,2/27/22,VUT,2,,,,45850.6685,170,2127,140,140,0,0,,-100.00%,,-17.65%
3-Mar-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,1600.00%,17,,1,,559.39%,52914.63812,302332.5646,3/3/22,VUT,3,,,,45850.6685,170,2127,210,1190,0,0,,-100.00%,,600.00%
8-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,4,,,,,37759.37406,75518.74811,4/8/22,VUT,2,,,,,,,140,280,0,0,,,,
27-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,9,,,,,24813.30295,106764.9074,9/27/22,VUT,2,,,,,,,92,414,1552,6984,,,,
29-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,500.00%,,12,2,,470.41%,,24813.30295,141537.3839,9/29/22,VUT,2,24813.30295,92,1552,,,,92,552,1552,9312,500.00%,,500.00%,
6-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,16.67%,,14,12,,12.34%,,12406.65148,159008.253,10/6/22,VUT,1,141537.3839,552,9312,,,,46,644,776,10864,16.67%,,16.67%,
24-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,100.00%,,12,6,,91.68%,,45850.6685,296295.9198,11/24/22,VUT,1,154575.1486,596,5030,,,,170,1140,2127,6381,26.86%,,91.28%,
1-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.33%,,11,12,,-25.83%,,18879.68703,219749.8469,12/1/22,VUT,1,296295.9198,1140,6381,,,,70,870,0,2127,-66.67%,,-23.68%,
21-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.83%,2800.00%,29,24,1,31.03%,1023.81%,86949.58921,515276.0141,12/21/22,VUT,5,393264.149,1680,,45850.6685,170,2127,350,2230,0,4254,,100.00%,32.74%,1211.76%
27-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.90%,,35,31,,18.54%,,122011.8651,651158.2463,12/27/22,VUT,4,549310.9652,2370,4254,,,,480,2650,4254,4254,0.00%,,11.81%,
29-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,68.00%,4100.00%,42,25,1,109.11%,1693.56%,171202.0803,822360.3266,12/29/22,VUT,7,393264.149,1750,,45850.6685,170,2127,690,3340,4254,8508,,300.00%,90.86%,1864.71%
18-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-21.88%,,25,32,,-16.74%,,52914.63812,546356.2949,1/18/23,VUT,3,656167.5663,2640,8508,,,,210,2150,0,8508,0.00%,,-18.56%,
25-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,32.00%,,33,25,,6.54%,,124708.9633,582061.0193,1/25/23,VUT,7,546356.2949,2150,8508,,,,490,2310,0,0,-100.00%,,7.44%,
